district_code,resource_id,time,demand
5,R4,1,0.021916516261157898
5,R4,2,0.0160948879600584
5,R4,3,0.0187453648833698
5,R4,4,0.0202422795010086
5,R5,0,0.006126086292672941
5,R5,1,0.025288287993643802
5,R5,2,0.0185710245692981
5,R5,3,0.021629267173119
5,R5,4,0.0233564763473177
5,R6,0,0.006534492045517783
5,R6,1,0.0269741738598865
5,R6,2,0.0198090928739182
5,R6,3,0.0230712183179937
5,R6,4,0.0249135747704722
5,R7,0,0.004900869034138312
5,R7,1,0.0202306303949149
5,R7,2,0.0148568196554385
5,R7,3,0.0173034137384953
5,R7,4,0.018685181077854
5,R8,0,0.0032672460227587416
5,R8,1,0.0134870869299431
5,R8,2,0.0099045464369589
5,R8,3,0.0115356091589967
5,R8,4,0.012456787385235901
5,R9,0,0.0036756517756035842
5,R9,1,0.0151729727961861
5,R9,2,0.0111426147415787
5,R9,3,0.0129775603038713
5,R9,4,0.0140138858083905
6,R1,0,0.009139883875381399
6,R1,1,0.019476072536104
6,R1,2,0.013822450711297899
6,R1,3,0.0173541513349727
6,R1,4,0.0252195801604724
6,R10,0,0.0100538722629196
6,R10,1,0.0214236797897145
6,R10,2,0.0152046957824279
6,R10,3,0.0190895664684698
6,R10,4,0.0277415381765197
6,R11,0,0.012795837425534199
6,R11,1,0.0272665015505458
6,R11,2,0.0193514309958173
6,R11,3,0.0242958118689618
6,R11,4,0.0353074122246616
6,R2,0,0.009139883875381399
6,R2,1,0.019476072536104
6,R2,2,0.013822450711297899
6,R2,3,0.0173541513349727
6,R2,4,0.0252195801604724
6,R3,0,0.0109678606504577
6,R3,1,0.0233712870433249
6,R3,2,0.0165869408535578
6,R3,3,0.0208249816019673
6,R3,4,0.0302634961925669
6,R4,0,0.0118818490379959
6,R4,1,0.0253188942969354
6,R4,2,0.0179691859246876
6,R4,3,0.0225603967354645
6,R4,4,0.0327854542086143
6,R5,0,0.013709825813072299
6,R5,1,0.0292141088041563
6,R5,2,0.0207336760669472
6,R5,3,0.0260312270024591
6,R5,4,0.0378293702407089
6,R6,0,0.0146238142006107
6,R6,1,0.0311617160577666
6,R6,2,0.0221159211380771
6,R6,3,0.0277666421359565
6,R6,4,0.0403513282567562
6,R7,0,0.0109678606504577
6,R7,1,0.0233712870433249
6,R7,2,0.0165869408535578
6,R7,3,0.0208249816019673
6,R7,4,0.0302634961925669
6,R8,0,0.00731190710030524
6,R8,1,0.0155808580288831
6,R8,2,0.0110579605690383
6,R8,3,0.013883321067978
6,R8,4,0.0201756641283778
6,R9,0,0.008225895487843214
6,R9,1,0.0175284652824937
6,R9,2,0.012440205640168199
6,R9,3,0.0156187362014754
6,R9,4,0.022697622144425098
7,R1,0,0.0160037170793692
7,R1,1,0.0166655119849155
7,R1,2,0.0132971848979982
7,R1,3,0.0159752702386312
7,R1,4,0.0180181530088721
7,R10,0,0.0176040887873063
7,R10,1,0.0183320631834073
7,R10,2,0.0146269033877981
7,R10,3,0.017572797262494298
7,R10,4,0.0198199683097594
7,R11,0,0.0224052039111171
7,R11,1,0.023331716778881798
7,R11,2,0.0186160588571977
7,R11,3,0.0223653783340837
7,R11,4,0.025225414212421
7,R2,0,0.0160037170793692
7,R2,1,0.0166655119849155
7,R2,2,0.0132971848979982
7,R2,3,0.0159752702386312
7,R2,4,0.0180181530088721
7,R3,0,0.0192044604952432
7,R3,1,0.019998614381898802
7,R3,2,0.015956621877598
7,R3,3,0.0191703242863576
7,R3,4,0.0216217836106464
