town_code;town_name;state_code;district_code;sub_district_code
801245;Kachhwa (NP);9;199;1000
801246;Chunar (NPP);9;199;1003
801247;Ahraura (NPP);9;199;1003
801248;Ghorawal (NP);9;200;1004
801249;Sonbhadra (NPP);9;200;1005
801250;Churk Ghurma (NP);9;200;1005
801251;Chopan (NP);9;200;1005
801252;Obra (NP);9;200;1005
801253;Dudhi (NP);9;200;1006
801254;Renukoot (NP + OG);9;200;1006
801254;Renukoot (NP);9;200;1006
801255;Hindalco Industries Ltd. (Renukoot) (ITS);9;200;1006
801256;Kanaudia Chamical & Industries Ltd. (Renukoot) (ITS);9;200;1006
801257;Pipri (NP);9;200;1006
801258;Raja Ka Rampur (NP);9;201;1007
801259;Aliganj (NPP);9;201;1007
801260;Jaithara (NP);9;201;1007
801261;Sakit (NP);9;201;1008
801262;Etah (NPP);9;201;1008
801263;Marehra (NPP);9;201;1008
801264;Nidhauli Kalan (NP);9;201;1008
801265;Jalesar (NPP);9;201;1009
801266;Awagarh (NP);9;201;1009
801267;Soron (NPP);9;202;1010
801268;Bilram (NP);9;202;1010
801269;Kasganj (NPP);9;202;1010
801270;Sahawar (NP);9;202;1011
801271;Amanpur (NP);9;202;1011
801272;Mohanpur (NP);9;202;1012
801273;Ganj Dundawara (NPP);9;202;1012
801274;Patiyali (NP);9;202;1012
801275;Sidhpura (NP);9;202;1012
801276;Bhargain (NP);9;202;1012
801277;Ramnagar (NP);10;203;1014
801278;Narkatiaganj (Nagar Parishad);10;203;1017
801279;Bagaha (Nagar Parishad);10;203;1019
801280;Chanpatia (NP);10;203;1025
801281;Bettiah (Nagar Parishad);10;203;1028
801282;Raxaul Bazar  (Nagar Parishad);10;204;1031
801283;Sugauli (NP);10;204;1034
801284;Dhaka (NP);10;204;1039
801285;Motihari (Nagar Parishad);10;204;1041
801286;Areraj (NP);10;204;1045
801287;Kesaria (NP);10;204;1047
801288;Chakia (NP);10;204;1051
801289;Pakri Dayal (NP);10;204;1052
801290;Madhuban (NP);10;204;1055
801291;Mehsi (NP);10;204;1057
801292;Sheohar (NP);10;205;1060
801293;Bairgania (NP);10;206;1063
801294;Belsand (NP);10;206;1072
801295;Sitamarhi (Nagar Parishad);10;206;1074
801296;Dumra (NP);10;206;1074
801297;Janakpur Road (NP);10;206;1077
801298;Jainagar (NP);10;207;1083
801299;Madhubani (Nagar Parishad);10;207;1093
801300;Jhanjharpur (NP);10;207;1097
801301;Ghoghardiha (NP);10;207;1098
801302;Nirmali (NP);10;208;1101
801303;Birpur (NP);10;208;1102
801304;Supaul (Nagar Parishad);10;208;1109
801305;Jogabani (NP);10;209;1113
801306;Forbesganj (Nagar Parishad);10;209;1113
801307;Araria (Nagar Parishad);10;209;1116
801308;Thakurganj (NP);10;210;1123
801309;Bahadurganj (NP);10;210;1125
801310;Kishanganj (Nagar Parishad);10;210;1127
801311;Banmankhi Bazar (NP);10;211;1128
801312;Purnia (M Corp.);10;211;1134
801313;Kasba (NP);10;211;1135
801314;Katihar (M Corp. + OG);10;212;1151
801314;Katihar (M Corp.);10;212;1151
801315;Manihari (NP);10;212;1156
801316;Madhepura (Nagar Parishad);10;213;1161
801317;Murliganj (NP);10;213;1164
801318;Saharsa (Nagar Parishad);10;214;1174
801319;Darbhanga (M Corp.);10;215;1184
801320;Benipur (Nagar Parishad);10;215;1188
801321;Sahebganj (NP);10;216;1199
801322;Motipur (NP);10;216;1200
801323;Kanti (NP);10;216;1204
801324;Muzaffarpur (M Corp.);10;216;1212
801325;Kataiya (NP);10;217;1215
801326;Mirganj (NP);10;217;1222
801327;Gopalganj (Nagar Parishad);10;217;1224
801328;Barauli (NP);10;217;1226
801329;Siwan (Nagar Parishad);10;218;1230
801330;Maharajganj (NP);10;218;1236
801331;Mairwa (NP);10;218;1240
801332;Revelganj (NP);10;219;1257
801333;Chapra (Nagar Parishad);10;219;1258
801334;Marhaura (NP);10;219;1260
801335;Dighwara (NP);10;219;1266
801336;Sonepur (NP);10;219;1267
801337;Lalganj (NP);10;220;1270
801338;Hajipur (Nagar Parishad);10;220;1278
801339;Mahnar Bazar (NP);10;220;1283
801340;Samastipur (Nagar Parishad + OG);10;221;1288
801340;Samastipur (Nagar Parishad);10;221;1288
801341;Dalsinghsarai (NP);10;221;1297
801342;Rosera (NP);10;221;1300
801343;Barauni (Nagar Parishad);10;222;1311
801344;Teghra (NP);10;222;1311
801345;Bihat (Nagar Parishad);10;222;1312
801346;Begusarai (M Corp.) ;10;222;1314
801347;Bakhri (NP);10;222;1316
801348;Balia (NP);10;222;1319
801349;Khagaria (Nagar Parishad);10;223;1323
801350;Gogri Jamalpur (NP);10;223;1327
801351;Naugachhia (NP);10;224;1332
801352;Colgong (NP);10;224;1336
801353;Sultanganj (Nagar Parishad);10;224;1340
801354;Bhagalpur (M Corp.);10;224;1343
801355;Amarpur (NP);10;225;1346
801356;Banka (NP);10;225;1350
801357;Munger (M Corp.);10;226;1356
801358;Jamalpur (Nagar Parishad);10;226;1358
801359;Kharagpur (NP);10;226;1360
801360;Barahiya (NP);10;227;1365
801361;Lakhisarai (Nagar Parishad);10;227;1368
801362;Barbigha (NP);10;228;1372
801363;Sheikhpura (Nagar Parishad);10;228;1374
801364;Biharsharif (M Corp.);10;229;1386
801365;Hilsa (Nagar Parishad);10;229;1390
801366;Islampur (NP);10;229;1392
801367;Rajgir (NP);10;229;1394
801368;Silao (NP);10;229;1395
801369;Maner (NP);10;230;1398
801370;Dinapur Nizamat (Nagar Parishad);10;230;1399
801371;Dinapur Cantonment (CB);10;230;1399
801372;Khagaul (Nagar Parishad);10;230;1399
801373;Patna (M Corp. + OG);10;230;1400
801373;Patna (M Corp.);10;230;1400
801374;Phulwari Sharif (Nagar Parishad);10;230;1402
801375;Bihta (NP);10;230;1403
801376;Naubatpur (NP);10;230;1404
801377;Bikram (NP);10;230;1405
801378;Masaurhi (Nagar Parishad);10;230;1408
801379;Fatwah (NP);10;230;1411
801380;Khusrupur (NP);10;230;1413
801381;Bakhtiarpur (NP);10;230;1414
801382;Barh (Nagar Parishad);10;230;1417
801383;Mokameh (Nagar Parishad);10;230;1420
801384;Shahpur (NP);10;231;1421
801385;Arrah (M Corp.);10;231;1422
801386;Koilwar (NP);10;231;1424
801387;Behea (NP);10;231;1427
801388;Jagdishpur (NP);10;231;1428
801389;Piro (NP);10;231;1429
801390;Dumraon (Nagar Parishad);10;232;1440
801391;Buxar (Nagar Parishad);10;232;1441
801392;Bhabua (Nagar Parishad);10;233;1453
801393;Koath (NP);10;234;1459
801394;Bikramganj (NP);10;234;1461
801395;Nasriganj (NP);10;234;1463
801396;Nokha (NP);10;234;1466
801397;Sasaram (Nagar Parishad);10;234;1471
801398;Dehri (Nagar Parishad);10;234;1473
801399;Daudnagar (NP);10;235;1476
801400;Rafiganj (NP);10;235;1479
801401;Aurangabad (Nagar Parishad);10;235;1481
801402;Nabinagar (NP);10;235;1483
801403;Tikari (NP);10;236;1488
801404;Gaya (M Corp. + OG);10;236;1495
801404;Gaya (M Corp.);10;236;1495
801405;Sherghati (NP);10;236;1503
801406;Bodh Gaya (NP);10;236;1505
801407;Nawada (Nagar Parishad);10;237;1512
801408;Warisaliganj (NP);10;237;1513
801409;Hisua (NP);10;237;1520
801410;Rajauli (NP);10;237;1524
801411;Jamui (Nagar Parishad);10;238;1527
801412;Jhajha (NP);10;238;1530
801413;Jehanabad (Nagar Parishad) ;10;239;1536
801414;Makhdumpur (NP);10;239;1540
801415;Arwal (Nagar Parishad);10;240;1542
801416;Mangan (NP);11;241;1548
801417;Gyalshing (NP);11;242;1549
801418;Nayabazar Notified Bazar Area;11;242;1550
801419;Namchi (M Cl);11;243;1551
801420;Jorethang (NP);11;243;1551
801421;Gangtok (M Corp.);11;244;1553
801422;Singtam (NP);11;244;1553
801423;Rangpo (NP);11;244;1553
801424;Tawang (NT);12;245;1559
801425;Dirang (NT);12;246;1566
801426;Bomdila (NT);12;246;1569
801427;Seppa (NT);12;247;1584
801428;Itanagar (NT);12;248;1596
801429;Naharlagun (NT);12;248;1597
801430;Sagalee (NT);12;248;1601
801431;Daporijo (NT);12;249;1615
801432;Aalo (NT);12;250;1634
801433;Basar (NT);12;250;1636
801434;Boleng (NT);12;251;1643
801435;Pasighat (NT);12;251;1655
801436;Yingkiong (NT);12;252;1663
801437;Changlang (NT);12;253;1671
801438;Jairampur (NT);12;253;1678
801439;Miao (NT);12;253;1680
801440;Deomali (NT);12;254;1684
801441;Khonsa (NT);12;254;1686
801442;Longding;12;254;1690
801443;Ziro (NT);12;255;1695
801444;Koloriang (NT);12;256;1708
801445;Anini (NT);12;257;1718
801446;Roing (NT);12;258;1724
801447;Tezu (NT);12;259;1729
801448;Namsai (NT);12;259;1732
801449;Hawai (NT);12;260;1743
801450;Naginimora (TC);13;261;1744
801451;Mon (TC);13;261;1748
801452;Tuli (TC);13;262;1760
801453;Changtongya (TC);13;262;1761
801454;Mokokchung (MC);13;262;1766
801455;Zunheboto (TC);13;263;1772
801456;Wokha (TC);13;264;1789
801457;Dimapur (MC);13;265;1796
801458;Chumukedima (TC);13;265;1797
801459;Medziphema (TC);13;265;1799
801460;Phek (TC);13;266;1801
801461;Pfutsero (TC);13;266;1809
801462;Tuensang (TC);13;267;1817
801463;Longleng (TC);13;268;1833
801464;Kiphire (TC);13;269;1837
801465;Tseminyu (TC);13;270;1843
801466;Kohima (MC);13;270;1849
801467;Jalukie (TC);13;271;1852
801468;Peren (TC);13;271;1857
801469;Nambol (MCI) (Major part);14;275;1873
801470;Oinam (NP);14;275;1873
801471;Bishnupur (MCI);14;275;1874
801472;Ningthoukhong (NP);14;275;1874
801473;Moirang (MCI);14;275;1875
801474;Kwakta (NP);14;275;1875
801475;Kumbi (NP);14;275;1875
801476;Lilong (Thoubal) (NP) (Major part);14;276;1876
801488;Samurou (NP) (Minor part);14;276;1876
801477;Heirok (NP);14;276;1877
801478;Wangjing (NP);14;276;1877
801479;Thoubal (MCI);14;276;1877
801480;Sikhong Sekmai (NP);14;276;1877
801481;Yairipok (NP);14;276;1877
801482;Sugnu (NP);14;276;1878
801483;Kakching Khunou (NP);14;276;1878
801484;Kakching (M Cl);14;276;1878
801485;Lamsang (NP);14;277;1879
801486;Sekmai Bazar (NP);14;277;1879
801469;Nambol (MCI) (Minor part);14;277;1880
801487;Imphal (MCI + OG) (Major part);14;277;1881
801487;Imphal (MCI) (Major part);14;277;1881
801488;Samurou NP (Major part);14;277;1882
801489;Mayang Imphal (NP);14;277;1882
801490;Thongkhong Laxmi Bazar (NP);14;277;1882
801491;Wangoi (NP);14;277;1882
801492;Lilong (Imphal West) (NP + OG);14;277;1882
801492;Lilong (Imphal West) (NP);14;277;1882
801493;Jiribam (M Cl);14;278;1883
801494;Lamlai (NP);14;278;1884
801487;Imphal (MCI + OG) ( Minor part);14;278;1885
801487;Imphal (MCI) ( Minor part);14;278;1885
801476;Lilong (Thoubal) (NP) ( Minor part);14;278;1886
801495;Andro (NP);14;278;1886
801496;Moreh (ST);14;280;1893
801497;Zawlnuam (NT);15;281;1896
801498;Mamit (NT);15;281;1896
801499;Lengpui (NT);15;281;1898
801500;N. Kawnpui (NT);15;282;1899
801501;Vairengte (NT);15;282;1900
801502;Bairabi (NT);15;282;1900
801503;Kolasib (NT);15;282;1900
801504;Darlawn (NT);15;283;1902
801505;Sairang (NT);15;283;1901
801506;Aizawl (NT);15;283;1901
801507;Saitual (NT);15;283;1905
801508;Khawzawl (NT);15;284;1907
801509;Khawhai (NT);15;284;1907
801510;Champhai (NT);15;284;1908
801511;Biate (NT);15;284;1911
801512;Serchhip (NT);15;285;1910
801513;Thenzawl (NT);15;285;1910
801514;North Vanlaiphai (NT);15;285;1911
801515;Tlabung (NT);15;286;1913
801516;Lunglei (NT);15;286;1914
801517;Hnahthial (NT);15;286;1915
801518;Lawngtlai (NT)            ;15;287;1917
801519;Saiha (NT);15;288;1921
801520;Khowai (NP);16;289;99999
801521;Teliamura (NP);16;289;99999
801522;Ranirbazar (NP);16;289;99999
801523;Agartala (M Cl);16;289;99999
801524;Bishalgarh (NP);16;289;99999
801525;Sonamura (NP);16;289;99999
801526;Udaipur (NP);16;290;99999
801527;Amarpur (NP);16;290;99999
801528;Santir Bazar (NP);16;290;99999
801529;Belonia (NP);16;290;99999
801530;Sabroom (NP);16;290;99999
801531;Kamalpur (NP);16;291;99999
801532;Ambassa (NP);16;291;99999
801533;Kailasahar (NP);16;292;99999
801534;Dharmanagar (NP);16;292;99999
801535;Kumarghat (NP);16;292;99999
801536;Tura (M);17;293;1965
801537;Resubelpara (MB);17;294;1970
801538;Williamnagar (MB);17;294;1974
801539;Baghmara (MB);17;295;1977
801540;Nongstoin (TC);17;296;1980
801541;Mairang (TC);17;296;1982
801542;Nongpoh (TC);17;297;1985
801543;Shillong (CB);17;298;1989
801544;Shillong (MB);17;298;1989
801545;Jowai (M);17;299;1996
801546;Gossaigaon (TC);18;300;2001
801547;Kokrajhar (MB);18;300;2004
801548;Gauripur (TC);18;301;2008
801549;Dhubri (MB);18;301;2008
801550;Sapatgram (TC);18;301;2005
801551;Bilasipara (TC);18;301;2009
801552;Chapar (TC);18;301;2010
801553;Lakhipur (TC);18;302;2013
801554;Goalpara (MB);18;302;2014
801555;Barpeta Road (MB);18;303;2018
801556;Sarbhog (TC);18;303;2018
801557;Barpeta (MB);18;303;2022
801558;Howli (TC);18;303;2022
801559;Sarthebari (TC);18;303;2023
801560;Pathsala (TC);18;303;2024
801561;Marigaon (MB);18;304;2029
801562;Dhing (TC);18;305;2034
801563;Nagaon (MB + OG);18;305;2035
801563;Nagaon (MB);18;305;2035
801564;Raha (TC);18;305;2036
801565;Kampur Town (TC);18;305;2037
801566;Hojai (MB);18;305;2038
801567;Doboka (TC);18;305;2039
801568;Lumding (MB);18;305;2040
801569;Lanka (MB);18;305;2040
801570;Dhekiajuli (MB);18;306;2041
801571;Rangapara (TC);18;306;2042
801572;Tezpur (MB + OG);18;306;2043
801572;Tezpur (MB);18;306;2043
801573;Biswanath Chariali (TC);18;306;2045
801574;Gohpur (TC) (Part);18;306;2046
801574;Gohpur (TC) (Part);18;306;2047
801575;Narayanpur (TC);18;307;2048
801576;Bihpuria (TC);18;307;2049
801577;North Lakhimpur (MB);18;307;2052
801578;Dhakuakhana (TC);18;307;2053
801579;Dhemaji (TC);18;308;2055
801580;Silapathar (TC);18;308;2056
801581;Doom Dooma (TC);18;309;2060
801582;Makum (TC);18;309;2060
801583;Tinsukia (MB + OG);18;309;2061
801583;Tinsukia (MB);18;309;2061
801584;Digboi (TC);18;309;2062
801585;Margherita (TC);18;309;2062
801586;Dibrugarh (MB + OG) (Part);18;310;2063
801586;Dibrugarh (MB + OG) (Part);18;310;2064
801587;Chabua (TC);18;310;2065
801588;Naharkatiya (TC);18;310;2069
801589;Sibsagar (MB);18;311;2071
801590;Amguri (MB);18;311;2072
801591;Nazira (MB);18;311;2073
801592;Simaluguri (TC);18;311;2073
801593;Sonari (MB);18;311;2074
801594;Moranhat (TC);18;311;2075
801595;Jorhat (MB + OG) (Part);18;312;2077
801595;Jorhat (MB + OG) (Part);18;312;2078
801596;Teok (TC) ;18;312;2079
801597;Titabor Town (TC);18;312;2080
801598;Mariani (TC);18;312;2081
801599;Bokakhat (TC);18;313;2082
801600;Dergaon (MB);18;313;2084
801601;Golaghat (MB);18;313;2085
801602;Sarupathar (TC);18;313;2087
801603;Barpathar (TC);18;313;2087
801604;Hamren (TC);18;314;2088
801605;Donkamokam (TC);18;314;2088
801606;Diphu (TC);18;314;2089
801607;Bokajan (TC);18;314;2089
801608;Howraghat (TC);18;314;2090
801609;Dokmoka (TC);18;314;2090
801610;Umrangso (TC);18;315;2092
801611;Haflong (TC);18;315;2093
801612;Mahur (TC);18;315;2094
801613;Maibong (TC);18;315;2095
801614;Silchar (MB + OG);18;316;2097
801614;Silchar (MB);18;316;2097
801615;Lakhipur (MB);18;316;2100
801616;Karimganj (MB);18;317;2101
801617;Badarpur (TC);18;317;2102
801618;Hailakandi (MB);18;318;2107
801619;Lala (TC);18;318;2108
801620;Bongaigaon (MB);18;319;2110
801621;Abhayapuri (TC);18;319;2112
801622;Basugaon (TC);18;320;2004
801623;Bijni (TC);18;320;2115
801624;Rangia (MB);18;321;2116
801625;Palasbari (MB);18;321;2125
801626;North Guwahati (TC);18;322;2126
801627;Guwahati (M Corp.) (Part);18;322;2128
801627;Guwahati (M Corp. + OG) (Part);18;322;2129
801628;Tihu (TC);18;323;2132
801629;Nalbari (MB);18;323;2136
801630;Mangaldoi (MB);18;325;2148
801631;Kharupatia (TC);18;325;2149
801632;Tangla (TC);18;326;2151
801633;Udalguri (TC);18;326;2152
801634;Darjiling (M);19;327;99999
801635;Kalimpong (M);19;327;99999
801636;Mirik (NA);19;327;99999
801637;Kurseong (M);19;327;99999
801638;Siliguri (M Corp.) (Part);19;327;99999
801638;Siliguri (M Corp.) (Part);19;328;99999
801639;Mal (M);19;328;99999
801640;Jalpaiguri (M);19;328;99999
801641;Dhupguri (M);19;328;99999
801642;Alipurduar (M);19;328;99999
801643;Haldibari (M);19;329;99999
801644;Mekliganj (M);19;329;99999
801645;Mathabhanga (M);19;329;99999
801646;Koch Bihar (M);19;329;99999
801647;Tufanganj (M);19;329;99999
801648;Dinhata (M);19;329;99999
801649;Islampur (M);19;330;99999
801650;Dalkhola (M);19;330;99999
801651;Raiganj (M);19;330;99999
801652;Kaliaganj (M);19;330;99999
801653;Gangarampur (M);19;331;99999
801654;Balurghat (M + OG);19;331;99999
801654;Balurghat (M);19;331;99999
801655;Old Malda (M);19;332;99999
801656;English Bazar (M);19;332;99999
801657;Dhulian (M);19;333;99999
801658;Jangipur (M);19;333;99999
801659;Jiaganj-Azimganj (M);19;333;99999
801660;Murshidabad (M);19;333;99999
801661;Kandi (M);19;333;99999
801662;Berhampore (M);19;333;99999
801663;Beldanga (M);19;333;99999
801664;Nalhati (M);19;334;99999
801665;Rampurhat (M);19;334;99999
801666;Suri (M);19;334;99999
801667;Sainthia (M);19;334;99999
801668;Dubrajpur (M);19;334;99999
801669;Bolpur (M);19;334;99999
801670;Kulti (M);19;335;99999
801671;Asansol (M Corp.);19;335;99999
801672;Jamuria (M + OG);19;335;99999
801672;Jamuria (M);19;335;99999
801673;Raniganj (M);19;335;99999
801674;Durgapur (M Corp.);19;335;99999
801675;Katwa (M);19;335;99999
801676;Dainhat (M);19;335;99999
801677;Guskara (M);19;335;99999
801678;Barddhaman (M);19;335;99999
801679;Kalna (M);19;335;99999
801680;Memari (M);19;335;99999
801681;Nabadwip (M);19;336;99999
801682;Krishnanagar (M);19;336;99999
801683;Santipur (M);19;336;99999
801684;Taherpur (NA + OG);19;336;99999
801684;Taherpur (NA);19;336;99999
801685;Birnagar (M);19;336;99999
801686;Ranaghat (M);19;336;99999
801687;Cooper's Camp (NA + OG);19;336;99999
801687;Cooper's Camp (NA);19;336;99999
801688;Chakdaha (M);19;336;99999
801689;Kalyani (M);19;336;99999
801690;Gayespur (M);19;336;99999
801691;Bongaon (M);19;337;99999
801692;Halisahar (M);19;337;99999
801693;Kanchrapara (M + OG);19;337;99999
801693;Kanchrapara (M);19;337;99999
801694;Naihati (M);19;337;99999
801695;Bhatpara (M + OG);19;337;99999
801695;Bhatpara (M);19;337;99999
801696;Gobardanga (M);19;337;99999
801697;Habra (M);19;337;99999
801698;Ashokenagar Kalyangarh (M);19;337;99999
801699;Garulia (M);19;337;99999
801700;North Barrackpore (M);19;337;99999
801701;Barrackpur Cantonment (CB);19;337;99999
801702;Barrackpore (M);19;337;99999
801703;Titagarh (M);19;337;99999
801704;Khardah (M);19;337;99999
801705;Panihati (M);19;337;99999
801706;Baduria (M);19;337;99999
801707;Barasat (M);19;337;99999
801708;Madhyamgram (M);19;337;99999
801709;New Barrackpore (M);19;337;99999
801710;North DumDum (M);19;337;99999
801711;Kamarhati (M);19;337;99999
801712;Baranagar (M);19;337;99999
801713;Dum Dum (M);19;337;99999
801714;South DumDum (M);19;337;99999
801715;Rajarhat Gopalpur (M);19;337;99999
801716;Bidhannagar (M);19;337;99999
801717;Nabadiganta Industrial Township (ITS);19;337;99999
801718;Basirhat (M);19;337;99999
801719;Taki (M);19;337;99999
801720;Bansberia (M);19;338;99999
801721;Hugli-Chinsurah (M + OG);19;338;99999
801721;Hugli-Chinsurah (M);19;338;99999
801722;Chandannagar (M Corp);19;338;99999
801723;Tarakeswar (M);19;338;99999
801724;Arambag (M);19;338;99999
801725;Bhadreswar (M);19;338;99999
801726;Champdani (M);19;338;99999
801727;Baidyabati (M);19;338;99999
801728;Serampore (M);19;338;99999
801729;Rishra (M);19;338;99999
801730;Konnagar (M);19;338;99999
801731;Dankuni (M);19;338;99999
801732;Uttarpara Kotrung (M);19;338;99999
801733;Bankura (M);19;339;99999
801734;Sonamukhi (M);19;339;99999
801735;Bishnupur (M);19;339;99999
801736;Jhalda (M);19;340;99999
801737;Raghunathpur (M);19;340;99999
801738;Puruliya (M);19;340;99999
801739;Bally (M);19;341;99999
801740;Haora (M Corp);19;341;99999
801741;Uluberia (M + OG);19;341;99999
801741;Uluberia (M);19;341;99999
801742;Kolkata (M Corp.);19;342;99999
801743;Maheshtala (M);19;343;99999
801744;Budge Budge (M);19;343;99999
801745;Pujali (M);19;343;99999
801746;Rajpur Sonarpur (M);19;343;99999
801747;Baruipur (M);19;343;99999
801748;Diamond Harbour (M);19;343;99999
801749;Jaynagar Mazilpur (M);19;343;99999
801750;Ramjibanpur (M);19;344;99999
801751;Kshirpai (M);19;344;99999
801752;Chandrakona (M);19;344;99999
801753;Kharar (M);19;344;99999
801754;Ghatal (M);19;344;99999
801755;Medinipur (M);19;344;99999
801756;Jhargram (M);19;344;99999
801757;Kharagpur (M);19;344;99999
801758;Panskura (M);19;345;99999
801759;Tamluk (M);19;345;99999
801760;Haldia (M);19;345;99999
801761;Egra (M);19;345;99999
801762;Contai (M);19;345;99999
801763;Majhion (NP);20;346;2499
801764;Garhwa (NP);20;346;2509
801765;Chatra (Nagar Parishad);20;347;2518
801766;Kodarma (NP);20;348;2527
801767;Jhumri Tilaiya (Nagar Parishad);20;348;2527
801768;Giridih (Nagar Parishad);20;349;2539
801769;Deoghar  (M Corp.);20;350;2545
801770;Madhupur (Nagar Parishad);20;350;2550
801771;Godda (NP);20;351;2561
801772;Sahibganj (Nagar Parishad);20;352;2564
801773;Rajmahal (NP);20;352;2569
801774;Pakaur (NP);20;353;2576
801775;Dhanbad (M Corp.);20;354;2584
801776;Chirkunda (NP);20;354;2587
801777;Phusro (Nagar Parishad);20;355;2590
801778;Chas (Nagar Parishad);20;355;2595
801779;Lohardaga (Nagar Parishad);20;356;2601
801780;Mango (NAC);20;357;2606
801781;Jamshedpur (NAC + OG);20;357;2606
801781;Jamshedpur (NAC);20;357;2606
801782;Jugsalai (M);20;357;2606
801783;Chakulia (NP);20;357;2613
801784;Hussainabad (NP);20;358;2615
801785;Bishrampur (NP);20;358;2624
801786;Medininagar (Daltonganj) (Nagar Parishad);20;358;2633
801787;Latehar (NP);20;359;2639
801788;Hazaribag (Nagar Parishad);20;360;2653
801789;Ramgarh Cantonment (CB);20;361;2662
801790;Basukinath (NP);20;362;2667
801791;Dumka (Nagar Parishad);20;362;2673
801792;Jamtara (NP);20;363;2678
801793;Mihijam (NP);20;363;2678
801794;Ranchi (M Corp.);20;364;2684
801795;Bundu (NP);20;364;2698
801796;Khunti (NP);20;365;2704
801797;Gumla (NP);20;366;2712
801798;Simdega (NP);20;367;2718
801799;Chakardharpur (Nagar Parishad);20;368;2731
801800;Chaibasa (Nagar Parishad);20;368;2739
801801;Adityapur (Nagar Parishad);20;369;2752
801802;Seraikela (NP);20;369;2753
801803;Padmapur (NAC);21;370;2757
801804;Barapali (NAC);21;370;2763
801805;Bargarh (M);21;370;2765
801806;Belpahar (M);21;371;2772
801807;Brajarajnagar (M);21;371;2774
801808;Jharsuguda (M);21;371;2776
801809;Kochinda (NAC);21;372;2782
801810;Hirakud (NAC);21;372;2787
801811;Burla (NAC);21;372;2788
801812;Redhakhol (NAC);21;372;2797
801813;Sambalpur (M + OG);21;372;2799
801813;Sambalpur (M);21;372;2799
801814;Debagarh (M);21;373;2800
801815;Sundargarh (M);21;374;2808
801816;Rajagangapur (M);21;374;2814
801817;O.C.L. (ITS);21;374;2814
801818;Biramitrapur (M);21;374;2816
801819;Raurkela (M + OG);21;374;2832
801819;Raurkela (M);21;374;2832
801820;Raurkela  (ITS + OG);21;374;2833
801820;Raurkela  (ITS);21;374;2833
801821;Barbil (M);21;375;2834
801822;Joda (M );21;375;2837
801823;Kendujhar (M);21;375;2845
801824;Anandpur (M);21;375;2854
801825;Rairangpur (NAC + OG);21;376;2861
801825;Rairangpur (NAC);21;376;2861
801826;Karanjia (NAC);21;376;2870
801827;Udala (NAC);21;376;2884
801828;Baripada (M + OG);21;376;2888
801828;Baripada (M);21;376;2888
801829;Jaleshwar (NAC);21;377;2890
801830;Remuna (NAC);21;377;2902
801831;Nilagiri (NAC);21;377;2903
801832;Soro (NAC);21;377;2907
801833;Baleshwar (M + OG);21;377;2909
801833;Baleshwar (M);21;377;2909
801834;Dhamanagar (NAC);21;378;2913
801835;Bhadrak (M + OG);21;378;2914
801835;Bhadrak (M);21;378;2914
801836;Basudebpur (NAC);21;378;2915
801837;Pattamundai (NAC);21;379;2926
801838;Kendrapara (M);21;379;2927
801839;Paradip (M);21;380;2934
801840;Jagatsinghapur (M);21;380;2940
801841;Banki (NAC);21;381;2948
801842;Athagad (NAC);21;381;2950
801843;Choudwar (M + OG);21;381;2954
801843;Choudwar (M);21;381;2954
801844;Cuttack (MC);21;381;2968
801845;Byasanagar (M + OG);21;382;2974
801845;Byasanagar (M);21;382;2974
801846;Jajapur (M);21;382;2977
801847;Kamakshyanagar (NAC);21;383;2988
801848;Bhuban (NAC);21;383;2990
801849;Dhenkanal (M);21;383;2999
801850;Talcher (M);21;384;3006
801851;Anugul (M);21;384;3011
801852;Athmallik (NAC);21;384;3017
801853;Khandapada (NAC);21;385;3026
801854;Nayagarh (NAC);21;385;3028
801855;Khordha (M);21;386;3036
801856;Jatani (M + OG);21;386;3049
801856;Jatani (M);21;386;3049
801857;Balugaon (NAC);21;386;3053
801858;Banapur (NAC);21;386;3054
801859;Bhubaneswar (MC + OG);21;386;3055
801859;Bhubaneswar (MC);21;386;3055
801860;Pipili (NAC);21;387;3057
801861;Nimapada (NAC);21;387;3058
801862;Konark (NAC);21;387;3061
801863;Puri (M);21;387;3070
801864;Buguda (NAC);21;388;3072
801865;Bhanjanagar (NAC);21;388;3074
801866;Bellaguntha (NAC);21;388;3074
801867;Surada (NAC);21;388;3076
801868;Asika (NAC);21;388;3078
801869;Kabisurjyanagar (NAC);21;388;3080
801870;Polasara (NAC);21;388;3081
801871;Kodala (NAC);21;388;3082
801872;Khalikote (NAC);21;388;3083
801873;Rambha (NAC);21;388;3084
801874;Chhatrapur (NAC);21;388;3085
801875;Ganjam (NAC);21;388;3086
801876;Purusottampur (NAC);21;388;3089
801877;Hinjilicut (NAC);21;388;3090
801878;Gopalpur (NAC);21;388;3094
801879;Digapahandi (NAC);21;388;3096
801880;Chikiti (NAC);21;388;3097
801881;Brahmapur (MC);21;388;3099
801882;Kashinagar (NAC);21;389;3104
801883;Paralakhemundi (M + OG);21;389;3105
801883;Paralakhemundi (M);21;389;3105
801884;Phulabani (M);21;390;3112
801885;G. Udayagiri (NAC);21;390;3114
801886;Baudhgarh (NAC);21;391;3130
801887;Binika (NAC);21;392;3135
801888;Sonapur (M);21;392;3139
801889;Tarbha (NAC);21;392;3140
801890;Balangir (M);21;393;3142
801891;Patnagarh (NAC);21;393;3144
801892;Kantabanji (NAC);21;393;3149
