subdistrict_code;subdistrict_name;state_code;district_code;sub_district_nomenclature
2306;Krishnagar - II;19;336;C.D. Block
2307; Nabadwip;19;336;C.D. Block
2308;Krishnagar - I;19;336;C.D. Block
2309;Krishnaganj;19;336;C.D. Block
2310;Hanskhali;19;336;C.D. Block
2311;Santipur;19;336;C.D. Block
2312;Ranaghat - I;19;336;C.D. Block
2313;Ranaghat - II;19;336;C.D. Block
2314;Chakdah;19;336;C.D. Block
2315;Haringhata;19;336;C.D. Block
2316;Bagda;19;337;C.D. Block
2317;Bongaon;19;337;C.D. Block
2318;Gaighata;19;337;C.D. Block
2319;Swarupnagar;19;337;C.D. Block
2320;Habra - I;19;337;C.D. Block
2321;Habra - II;19;337;C.D. Block
2322;Amdanga;19;337;C.D. Block
2323;Barrackpur - I;19;337;C.D. Block
2324;Barrackpur - II;19;337;C.D. Block
2325;Barasat - I;19;337;C.D. Block
2326;Barasat - II;19;337;C.D. Block
2327;Deganga;19;337;C.D. Block
2328;Baduria;19;337;C.D. Block
2329;Basirhat - I;19;337;C.D. Block
2330;Basirhat - II;19;337;C.D. Block
2331;Haroa;19;337;C.D. Block
2332;Rajarhat;19;337;C.D. Block
2333;Minakhan;19;337;C.D. Block
2334;Sandeshkhali - I;19;337;C.D. Block
2335;Sandeshkhali - II;19;337;C.D. Block
2336;Hasnabad;19;337;C.D. Block
2337;Hingalganj;19;337;C.D. Block
2338;Goghat - I;19;338;C.D. Block
2339;Goghat - II;19;338;C.D. Block
2340;Arambag;19;338;C.D. Block
2341;Pursura;19;338;C.D. Block
2342;Tarakeswar;19;338;C.D. Block
2343;Dhaniakhali;19;338;C.D. Block
2344;Pandua;19;338;C.D. Block
2345;Balagarh;19;338;C.D. Block
2346;Chinsurah - Magra;19;338;C.D. Block
2347;Polba - Dadpur;19;338;C.D. Block
2348;Haripal;19;338;C.D. Block
2349;Singur;19;338;C.D. Block
2350;Serampur Uttarpara;19;338;C.D. Block
2351;Chanditala - I;19;338;C.D. Block
2352;Chanditala - II;19;338;C.D. Block
2353;Jangipara;19;338;C.D. Block
2354;Khanakul - I;19;338;C.D. Block
2355;Khanakul - II;19;338;C.D. Block
2356;Saltora;19;339;C.D. Block
2357;Mejhia;19;339;C.D. Block
2358;Gangajalghati;19;339;C.D. Block
2359;Chhatna;19;339;C.D. Block
2360;Indpur;19;339;C.D. Block
2361;Bankura - I;19;339;C.D. Block
2362;Bankura - II;19;339;C.D. Block
2363;Barjora;19;339;C.D. Block
2364;Sonamukhi;19;339;C.D. Block
2365;Patrasayer;19;339;C.D. Block
2366;Indus;19;339;C.D. Block
2367;Kotulpur;19;339;C.D. Block
2368;Jaypur;19;339;C.D. Block
2369;Vishnupur;19;339;C.D. Block
2370;Onda;19;339;C.D. Block
2371;Taldangra;19;339;C.D. Block
2372;Simlapal;19;339;C.D. Block
2373;Khatra;19;339;C.D. Block
2374;Hirbandh;19;339;C.D. Block
2375;Ranibundh;19;339;C.D. Block
2376;Raipur;19;339;C.D. Block
2377;Sarenga;19;339;C.D. Block
2378;Jaipur;19;340;C.D. Block
2379;Purulia - II;19;340;C.D. Block
2380;Para;19;340;C.D. Block
2381;Raghunathpur - II;19;340;C.D. Block
2382;Raghunathpur - I;19;340;C.D. Block
2383;Neturia;19;340;C.D. Block
2384;Santuri;19;340;C.D. Block
2385;Kashipur;19;340;C.D. Block
2386;Hura;19;340;C.D. Block
2387;Purulia - I;19;340;C.D. Block
2388;Puncha;19;340;C.D. Block
2389;Arsha;19;340;C.D. Block
2390;Jhalda - I;19;340;C.D. Block
2391;Jhalda - II;19;340;C.D. Block
2392;Bagmundi;19;340;C.D. Block
2393;Balarampur;19;340;C.D. Block
2394;Barabazar;19;340;C.D. Block
2395;Manbazar - I;19;340;C.D. Block
2396;Manbazar - II;19;340;C.D. Block
2397;Bundwan;19;340;C.D. Block
2398;Udaynarayanpur;19;341;C.D. Block
2399;Amta - II;19;341;C.D. Block
2400;Amta - I;19;341;C.D. Block
2401;Jagatballavpur;19;341;C.D. Block
2402;Domjur;19;341;C.D. Block
2403;Bally Jagachha;19;341;C.D. Block
2404;Sankrail;19;341;C.D. Block
2405;Panchla;19;341;C.D. Block
2406;Uluberia - II;19;341;C.D. Block
2407;Uluberia - I;19;341;C.D. Block
2408;Bagnan - I;19;341;C.D. Block
2409;Bagnan - II;19;341;C.D. Block
2410;Shyampur - I;19;341;C.D. Block
2411;Shyampur - II;19;341;C.D. Block
2412;Thakurpukur Mahestola;19;343;C.D. Block
2413;Budge Budge - I;19;343;C.D. Block
2414;Budge Budge - II;19;343;C.D. Block
2415;Bishnupur - I;19;343;C.D. Block
2416;Bishnupur - II;19;343;C.D. Block
2417;Sonarpur;19;343;C.D. Block
2418;Bhangar - I;19;343;C.D. Block
2419;Bhangar - II;19;343;C.D. Block
2420;Canning - I;19;343;C.D. Block
2421;Canning - II;19;343;C.D. Block
2422;Baruipur;19;343;C.D. Block
2423;Magrahat - II;19;343;C.D. Block
2424;Magrahat - I;19;343;C.D. Block
2425;Falta;19;343;C.D. Block
2426;Diamond Harbour - I;19;343;C.D. Block
2427;Diamond Harbour - II;19;343;C.D. Block
2428;Kulpi;19;343;C.D. Block
2429;Mandirbazar;19;343;C.D. Block
2430;Mathurapur - I;19;343;C.D. Block
2431;Jaynagar - I;19;343;C.D. Block
2432;Jaynagar - II;19;343;C.D. Block
2433;Kultali;19;343;C.D. Block
2434;Basanti;19;343;C.D. Block
2435;Gosaba;19;343;C.D. Block
2436;Mathurapur - II;19;343;C.D. Block
2437;Kakdwip;19;343;C.D. Block
2438;Sagar;19;343;C.D. Block
2439;Namkhana;19;343;C.D. Block
2440;Patharpratima;19;343;C.D. Block
2441;Binpur - II;19;344;C.D. Block
2442;Binpur - I;19;344;C.D. Block
2443;Garbeta - II;19;344;C.D. Block
2444;Garbeta - I;19;344;C.D. Block
2445;Garbeta - III;19;344;C.D. Block
2446;Chandrakona - I;19;344;C.D. Block
2447;Chandrakona - II;19;344;C.D. Block
2448;Ghatal;19;344;C.D. Block
2449;Daspur - I;19;344;C.D. Block
2450;Daspur - II;19;344;C.D. Block
2451;Keshpur;19;344;C.D. Block
2452;Salbani;19;344;C.D. Block
2453;Midnapore;19;344;C.D. Block
2454;Jhargram;19;344;C.D. Block
2455;Jamboni;19;344;C.D. Block
2456;Gopiballavpur - II;19;344;C.D. Block
2457;Gopiballavpur - I;19;344;C.D. Block
2458;Nayagram;19;344;C.D. Block
2459;Sankrail;19;344;C.D. Block
2460;Kharagpur - I;19;344;C.D. Block
2461;Kharagpur - II;19;344;C.D. Block
2462;Debra;19;344;C.D. Block
2463;Pingla;19;344;C.D. Block
2464;Sabang;19;344;C.D. Block
2465;Narayangarh;19;344;C.D. Block
2466;Keshiary;19;344;C.D. Block
2467;Dantan - I;19;344;C.D. Block
2468;Dantan - II;19;344;C.D. Block
2469;Mohanpur;19;344;C.D. Block
2470;Panskura ;19;345;C.D. Block
2471;Kolaghat;19;345;C.D. Block
2472;Tamluk;19;345;C.D. Block
2473;Sahid Matangini;19;345;C.D. Block
2474;Nanda Kumar;19;345;C.D. Block
2475;Mahisadal;19;345;C.D. Block
2476;Moyna;19;345;C.D. Block
2477;Potashpur - I;19;345;C.D. Block
2478;Potashpur - II;19;345;C.D. Block
2479;Bhagawanpur - II;19;345;C.D. Block
2480;Bhagawanpur - I;19;345;C.D. Block
2481;Chandipur;19;345;C.D. Block
2482;Sutahata;19;345;C.D. Block
2483;Haldia;19;345;C.D. Block
2484;Nandigram - I;19;345;C.D. Block
2485;Nandigram - II;19;345;C.D. Block
2486;Khejuri - I;19;345;C.D. Block
2487;Khejuri - II;19;345;C.D. Block
2488;Contai - I;19;345;C.D. Block
2489;Deshopran;19;345;C.D. Block
2490;Contai - III;19;345;C.D. Block
2491;Egra - I;19;345;C.D. Block
2492;Egra - II;19;345;C.D. Block
2493;Ramnagar - I;19;345;C.D. Block
2494;Ramnagar - II;19;345;C.D. Block
2495;Kharaundhi;20;346;C.D. Block
2496;Bhawnathpur;20;346;C.D. Block
2497;Ketar*;20;346;C.D. Block
2498;Kandi;20;346;C.D. Block
2499;Majhiaon;20;346;C.D. Block
2500;Bardiha;20;346;C.D. Block
2501;Ramna;20;346;C.D. Block
2502;Bishunpura;20;346;C.D. Block
2503;Nagaruntari;20;346;C.D. Block
2504;Dhurki;20;346;C.D. Block
2505;Sagma;20;346;C.D. Block
2506;Dandai;20;346;C.D. Block
2507;Chinia;20;346;C.D. Block
2508;Meral (Pipra Kalan);20;346;C.D. Block
2509;Garhwa;20;346;C.D. Block
2510;Danda;20;346;C.D. Block
2511;Ranka;20;346;C.D. Block
2512;Ramkanda;20;346;C.D. Block
2513;Bhandaria;20;346;C.D. Block
2514;Shaligram Ram Narayanpur(Hunterganj);20;347;C.D. Block
2515;Pratappur;20;347;C.D. Block
2516;Kunda;20;347;C.D. Block
2517;Lawalaung;20;347;C.D. Block
2518;Chatra;20;347;C.D. Block
2519;Kanha Chatti;20;347;C.D. Block
2520;Itkhori;20;347;C.D. Block
2521;Mayur Hand;20;347;C.D. Block
2522;Gidhaur;20;347;C.D. Block
2523;Pathalgora;20;347;C.D. Block
2524;Simaria;20;347;C.D. Block
2525;Tandwa;20;347;C.D. Block
2526;Satgawan;20;348;C.D. Block
2527;Kodarma;20;348;C.D. Block
2528;Domchanch;20;348;C.D. Block
2529;Jainagar;20;348;C.D. Block
2530;Chandwara;20;348;C.D. Block
2531;Markacho;20;348;C.D. Block
2532;Gawan;20;349;C.D. Block
2533;Tisri;20;349;C.D. Block
2534;Deori;20;349;C.D. Block
2535;Dhanwar;20;349;C.D. Block
2536;Jamua;20;349;C.D. Block
2537;Bengabad;20;349;C.D. Block
2538;Gande;20;349;C.D. Block
2539;Giridih;20;349;C.D. Block
2540;Birni;20;349;C.D. Block
2541;Bagodar;20;349;C.D. Block
2542;Sariya;20;349;C.D. Block
2543;Dumri;20;349;C.D. Block
2544;Pirtanr;20;349;C.D. Block
2545;Deoghar;20;350;C.D. Block
2546;Mohanpur;20;350;C.D. Block
2547;Sarwan;20;350;C.D. Block
2548;Sona Rai Tharhi;20;350;C.D. Block
2549;Devipur;20;350;C.D. Block
2550;Madhupur;20;350;C.D. Block
2551;Margo Munda;20;350;C.D. Block
2552;Karon;20;350;C.D. Block
2553;Sarath;20;350;C.D. Block
2554;Palojori;20;350;C.D. Block
2555;Meherma;20;351;C.D. Block
2556;Thakurgangti;20;351;C.D. Block
2557;Boarijor;20;351;C.D. Block
2558;Mahagama;20;351;C.D. Block
2559;Pathargama;20;351;C.D. Block
2560;Bashant Rai*;20;351;C.D. Block
2561;Godda;20;351;C.D. Block
2562;Poreyahat;20;351;C.D. Block
2563;Sundarpahari;20;351;C.D. Block
2564;Sahibganj;20;352;C.D. Block
2565;Mandro;20;352;C.D. Block
2566;Borio;20;352;C.D. Block
2567;Barhait;20;352;C.D. Block
2568;Taljhari;20;352;C.D. Block
2569;Rajmahal;20;352;C.D. Block
2570;Udhwa;20;352;C.D. Block
2571;Pathna;20;352;C.D. Block
2572;Barharwa;20;352;C.D. Block
2573;Litipara;20;353;C.D. Block
2574;Amrapara;20;353;C.D. Block
2575;Hiranpur;20;353;C.D. Block
2576;Pakaur;20;353;C.D. Block
2577;Maheshpur;20;353;C.D. Block
2578;Pakuria;20;353;C.D. Block
2579;Tundi;20;354;C.D. Block
2580;Purbi Tundi*;20;354;C.D. Block
2581;Topchanchi;20;354;C.D. Block
2582;Baghmara-Cum-Katras;20;354;C.D. Block
2583;Gobindpur ;20;354;C.D. Block
2584;Dhanbad-Cum-Kenduadih-Cum-Jagata;20;354;C.D. Block
2585;Jharia-Cum-Jorapokhar-Cum-Sindri ;20;354;C.D. Block
2586;Baliapur ;20;354;C.D. Block
2587;Nirsa-Cum-Chirkunda;20;354;C.D. Block
2588;Nawadih;20;355;C.D. Block
2589;Chandrapura;20;355;C.D. Block
2590;Bermo;20;355;C.D. Block
2591;Gumia;20;355;C.D. Block
2592;Peterwar;20;355;C.D. Block
2593;Kasmar;20;355;C.D. Block
2594;Jaridih;20;355;C.D. Block
2595;Chas;20;355;C.D. Block
2596;Chandankiyari;20;355;C.D. Block
2597;Kisko;20;356;C.D. Block
2598;Peshrar;20;356;C.D. Block
2599;Kuru;20;356;C.D. Block
2600;Kairo;20;356;C.D. Block
2601;Lohardaga;20;356;C.D. Block
2602;Senha;20;356;C.D. Block
2603;Bhandra;20;356;C.D. Block
2604;Patamda;20;357;C.D. Block
2605;Boram;20;357;C.D. Block
2606;Golmuri-Cum-Jugsalai;20;357;C.D. Block
2607;Ghatshila;20;357;C.D. Block
2608;Potka;20;357;C.D. Block
2609;Musabani;20;357;C.D. Block
2610;Dumaria;20;357;C.D. Block
2611;Dhalbhumgarh;20;357;C.D. Block
2612;Gurbandha;20;357;C.D. Block
2613;Chakulia;20;357;C.D. Block
2614;Baharagora;20;357;C.D. Block
2615;Hussainabad;20;358;C.D. Block
2616;Haidernagar;20;358;C.D. Block
2617;Mohammad Ganj;20;358;C.D. Block
2618;Hariharganj;20;358;C.D. Block
2619;Pipra;20;358;C.D. Block
2620;Chhatarpur;20;358;C.D. Block
2621;Nawadiha Bazar/Nawadiha*;20;358;C.D. Block
2622;Pandu;20;358;C.D. Block
2623;Untari Road;20;358;C.D. Block
2624;Bishrampur;20;358;C.D. Block
2625;Nawa Bazar;20;358;C.D. Block
2626;Patan;20;358;C.D. Block
2627;Padwa;20;358;C.D. Block
2628;Manatu;20;358;C.D. Block
2629;Tarhasi;20;358;C.D. Block
2630;Panki;20;358;C.D. Block
2631;Satbarwa;20;358;C.D. Block
2632;Nilambar-Pitambarpur(Lesliganj);20;358;C.D. Block
2633;Medininagar(Daltonganj);20;358;C.D. Block
2634;Chainpur;20;358;C.D. Block
2635;Manika;20;359;C.D. Block
2636;Barwadih;20;359;C.D. Block
2637;Mahuadanr;20;359;C.D. Block
2638;Garu;20;359;C.D. Block
2639;Latehar;20;359;C.D. Block
2640;Balumath;20;359;C.D. Block
2641;Bariyatu;20;359;C.D. Block
2642;Herhanj;20;359;C.D. Block
2643;Chandwa;20;359;C.D. Block
2644;Chauparan;20;360;C.D. Block
2645;Barhi;20;360;C.D. Block
2646;Padma;20;360;C.D. Block
2647;Ichak;20;360;C.D. Block
2648;Tati Jhariya;20;360;C.D. Block
2649;Daru;20;360;C.D. Block
2650;Barkatha;20;360;C.D. Block
2651;Chalkusa;20;360;C.D. Block
2652;Bishungarh;20;360;C.D. Block
2653;Hazaribag;20;360;C.D. Block
2654;Katkamsandi;20;360;C.D. Block
2655;Katamdag;20;360;C.D. Block
2656;Keredari;20;360;C.D. Block
2657;Barkagaon;20;360;C.D. Block
2658;Churchu;20;360;C.D. Block
2659;Dadi;20;360;C.D. Block
2660;Patratu;20;361;C.D. Block
2661;Mandu;20;361;C.D. Block
2662;Ramgarh;20;361;C.D. Block
2663;Dulmi;20;361;C.D. Block
2664;Chitarpur;20;361;C.D. Block
2665;Gola;20;361;C.D. Block
2666;Saraiyahat;20;362;C.D. Block
2667;Jarmundi;20;362;C.D. Block
2668;Ramgarh;20;362;C.D. Block
2669;Gopikandar;20;362;C.D. Block
2670;Kathikund;20;362;C.D. Block
2671;Shikaripara;20;362;C.D. Block
2672;Ranishwar;20;362;C.D. Block
2673;Dumka;20;362;C.D. Block
2674;Jama;20;362;C.D. Block
2675;Masalia;20;362;C.D. Block
2676;Narayanpur;20;363;C.D. Block
2677;Karma Tanr Vidyasagar*;20;363;C.D. Block
2678;Jamtara;20;363;C.D. Block
2679;Nala;20;363;C.D. Block
2680;Fatehpur;20;363;C.D. Block
2681;Kundhit;20;363;C.D. Block
2682;Burmu;20;364;C.D. Block
2683;Khelari;20;364;C.D. Block
2684;Kanke;20;364;C.D. Block
2685;Ormanjhi;20;364;C.D. Block
2686;Angara;20;364;C.D. Block
2687;Rahe;20;364;C.D. Block
2688;Silli;20;364;C.D. Block
2689;Sonahatu;20;364;C.D. Block
2690;Namkum;20;364;C.D. Block
2691;Ratu;20;364;C.D. Block
2692;Nagri;20;364;C.D. Block
2693;Mandar;20;364;C.D. Block
2694;Chanho;20;364;C.D. Block
2695;Bero;20;364;C.D. Block
2696;Itki;20;364;C.D. Block
2697;Lapung;20;364;C.D. Block
2698;Bundu;20;364;C.D. Block
2699;Tamar I;20;364;C.D. Block
2700;Karra;20;365;C.D. Block
2701;Torpa;20;365;C.D. Block
2702;Rania;20;365;C.D. Block
2703;Murhu;20;365;C.D. Block
2704;Khunti;20;365;C.D. Block
2705;Erki(Tamar II);20;365;C.D. Block
2706;Bishunpur;20;366;C.D. Block
2707;Ghaghra;20;366;C.D. Block
2708;Sisai;20;366;C.D. Block
2709;Verno;20;366;C.D. Block
2710;Kamdara;20;366;C.D. Block
2711;Basia;20;366;C.D. Block
2712;Gumla;20;366;C.D. Block
2713;Chainpur;20;366;C.D. Block
2714;Dumri;20;366;C.D. Block
2715;Albert Ekka(Jari);20;366;C.D. Block
2716;Raidih;20;366;C.D. Block
2717;Palkot;20;366;C.D. Block
2718;Simdega;20;367;C.D. Block
2719;Pakar Tanr;20;367;C.D. Block
2720;Kurdeg;20;367;C.D. Block
2721;Kersai;20;367;C.D. Block
2722;Bolba;20;367;C.D. Block
2723;Thethaitangar;20;367;C.D. Block
2724;Kolebira;20;367;C.D. Block
2725;Jaldega;20;367;C.D. Block
2726;Bansjor;20;367;C.D. Block
2727;Bano;20;367;C.D. Block
2728;Sonua;20;368;C.D. Block
2729;Gudri;20;368;C.D. Block
2730;Bandgaon;20;368;C.D. Block
2731;Chakradharpur;20;368;C.D. Block
2732;Khuntpani;20;368;C.D. Block
2733;Goilkera;20;368;C.D. Block
2734;Anandpur;20;368;C.D. Block
2735;Manoharpur;20;368;C.D. Block
2736;Noamundi;20;368;C.D. Block
2737;Tonto;20;368;C.D. Block
2738;Hat Gamharia;20;368;C.D. Block
2739;Chaibasa;20;368;C.D. Block
2740;Tantnagar;20;368;C.D. Block
2741;Manjhari;20;368;C.D. Block
2742;Jhinkpani;20;368;C.D. Block
2743;Jagannathpur;20;368;C.D. Block
2744;Kumardungi;20;368;C.D. Block
2745;Majhgaon;20;368;C.D. Block
2746;Kuchai;20;369;C.D. Block
2747;Kharsawan;20;369;C.D. Block
2748;Chandil;20;369;C.D. Block
2749;Ichagarh;20;369;C.D. Block
2750;Kukru;20;369;C.D. Block
2751;Nimdih;20;369;C.D. Block
2752;Adityapur(Gamharia);20;369;C.D. Block
2753;Saraikela;20;369;C.D. Block
2754;Gobindpur(Rajnagar);20;369;C.D. Block
2755;Paikamal;21;370;Police Station
2756;Jharbandha;21;370;Police Station
2757;Padmapur;21;370;Police Station
2758;BurdenP.S.;21;370;Police Station
2759;Gaisilet;21;370;Police Station
2760;Melchhamunda;21;370;Police Station
2761;Sohela;21;370;Police Station
2762;Bijepur;21;370;Police Station
2763;Barapali;21;370;Police Station
2764;Bheden;21;370;Police Station
2765;Bargarh;21;370;Police Station
2766;Bargarh Sadar ;21;370;Police Station
2767;Bhatli;21;370;Police Station
2768;Ambabhona;21;370;Police Station
2769;Attabira;21;370;Police Station
2770;Rengali;21;371;Police Station
2771;Lakhanpur;21;371;Police Station
2772;Belpahar;21;371;Police Station
2773;Banaharapali;21;371;Police Station
2774;Orient;21;371;Police Station
2775;Brajarajnagar;21;371;Police Station
2776;Jharsuguda;21;371;Police Station
2777;Badmal ;21;371;Police Station
2778;Laikera;21;371;Police Station
2779;Kolabira;21;371;Police Station
2780;Govindpur;21;372;Police Station
2781;Mahulpalli;21;372;Police Station
2782;Kochinda;21;372;Police Station
2783;Katarbaga;21;372;Police Station
2784;Thelkoloi  ;21;372;Police Station
2785;Rengali ;21;372;Police Station
2786;Sasan;21;372;Police Station
2787;Hirakud;21;372;Police Station
2788;Burla;21;372;Police Station
2789;Dhanupali;21;372;Police Station
2790;Ainthapali;21;372;Police Station
2791;Sadar;21;372;Police Station
2792;Jamankira;21;372;Police Station
2793;Kisinda;21;372;Police Station
2794;Jujomura;21;372;Police Station
2795;Dhama;21;372;Police Station
2796;Charamal;21;372;Police Station
2797;Rairakhol;21;372;Police Station
2798;Naktideul;21;372;Police Station
2799;Sambalpur (M);21;372;Police Station
2800;Debagarh;21;373;Police Station
2801;Barkot;21;373;Police Station
2802;Kundheigola;21;373;Police Station
2803;Reamal;21;373;Police Station
2804;Hemgir;21;374;Police Station
2805;Lephripara;21;374;Police Station
2806;Bhasma;21;374;Police Station
2807;Dharuadihi;21;374;Police Station
2808;Sundargarh Town;21;374;Police Station
2809;Sundargarh ;21;374;Police Station
2810;Kinjirkela;21;374;Police Station
2811;Talasara;21;374;Police Station
2812;Baragaon;21;374;Police Station
2813;Kutra;21;374;Police Station
2814;Rajagangapur;21;374;Police Station
2815;Raiboga;21;374;Police Station
2816;Biramitrapur;21;374;Police Station
2817;Hatibari;21;374;Police Station
2818;Bisra;21;374;Police Station
2819;Bondamunda;21;374;Police Station
2820;Brahmani Tarang;21;374;Police Station
2821;Raghunathapali;21;374;Police Station
2822;Tangarapali;21;374;Police Station
2823;Lathikata;21;374;Police Station
2824;Chandiposh;21;374;Police Station
2825;Kamarposh Balang;21;374;Police Station
2826;Koida;21;374;Police Station
2827;Lahunipara;21;374;Police Station
2828;Gurundia;21;374;Police Station
2829;Tikaetpali;21;374;Police Station
2830;Banei;21;374;Police Station
2831;Mahulapada;21;374;Police Station
2832;Raurkela (M);21;374;Police Station
2833;Raurkela (ITS)P.S.;21;374;Police Station
2834;Barbil;21;375;Police Station
2835;Bolani;21;375;Police Station
2836;Rugudi;21;375;Police Station
2837;Joda;21;375;Police Station
2838;Bamebari ;21;375;Police Station
2839;Champua;21;375;Police Station
2840;Jhumpura;21;375;Police Station
2841;Baria;21;375;Police Station
2842;Turumunga;21;375;Police Station
2843;Patana;21;375;Police Station
2844;Kendujhar Sadar;21;375;Police Station
2845;Kendujhar Town;21;375;Police Station
2846;Nayakote;21;375;Police Station
2847;Kanjipani;21;375;Police Station
2848;Telkoi;21;375;Police Station
2849;Pandapara;21;375;Police Station
2850;Ghatgaon;21;375;Police Station
2851;Harichandanpur;21;375;Police Station
2852;Daitari;21;375;Police Station
2853;Ghasipura;21;375;Police Station
2854;Anandapur;21;375;Police Station
2855;Soso;21;375;Police Station
2856;Nandipada;21;375;Police Station
2857;Sainkul;21;375;Police Station
2858;Tiring;21;376;Police Station
2859;Bahalda;21;376;Police Station
2860;Jamda;21;376;Police Station
2861;Rairangpur Town;21;376;Police Station
2862;Gorumahisani;21;376;Police Station
2863;Jharpokharia;21;376;Police Station
2864;Bisoi;21;376;Police Station
2865;Rairangpur;21;376;Police Station
2866;Badampahar;21;376;Police Station
2867;Jashipur;21;376;Police Station
2868;Raruan;21;376;Police Station
2869;Ghagarbeda ;21;376;Police Station
2870;Karanjia;21;376;Police Station
2871;Thakurmunda;21;376;Police Station
2872;Baripada Sadar;21;376;Police Station
2873;Baripada Town;21;376;Police Station
2874;Koliana;21;376;Police Station
2875;Bangiriposi;21;376;Police Station
2876;Chandua;21;376;Police Station
2877;Suliapada;21;376;Police Station
2878;Muruda;21;376;Police Station
2879;Rasagobindapur;21;376;Police Station
2880;Baisinga;21;376;Police Station
2881;Betanati;21;376;Police Station
2882;Barsahi;21;376;Police Station
2883;Khunta;21;376;Police Station
2884;Udala;21;376;Police Station
2885;Kaptipada;21;376;Police Station
2886;Sharata;21;376;Police Station
2887;Mahuldiha;21;376;Police Station
2888;Baripada (M);21;376;Police Station
2889;Raibania ;21;377;Police Station
2890;Jaleswar ;21;377;Police Station
2891;Bhograi;21;377;Police Station
2892;Kamarda;21;377;Police Station
2893;Baliapal ;21;377;Police Station
2894;Singla ;21;377;Police Station
2895;Basta ;21;377;Police Station
2896;Rupsa ;21;377;Police Station
2897;Baleshwar Sadar;21;377;Police Station
2898;Sahadevkhunta;21;377;Police Station
2899;Chandipur ;21;377;Police Station
2900;Balaramgadi Marine ;21;377;Police Station
2901;Bampada ;21;377;Police Station
2902;Remuna ;21;377;Police Station
2903;Nilagiri ;21;377;Police Station
2904;Berhampur ;21;377;Police Station
2905;Oupada  ;21;377;Police Station
2906;Khaira  ;21;377;Police Station
2907;Soro;21;377;Police Station
2908;Similia ;21;377;Police Station
2909;Baleshwar (M);21;377;Police Station
2910;Agarpada ;21;378;Police Station
2911;Bant ;21;378;Police Station
2912;Bhandari Pokhari ;21;378;Police Station
2913;Dhamanagar;21;378;Police Station
2914;Bhadrak Rural ;21;378;Police Station
2915;Basudebpur ;21;378;Police Station
2916;Naikanidihi ;21;378;Police Station
2917;Tihidi ;21;378;Police Station
2918;Dhusuri ;21;378;Police Station
2919;Chandabali ;21;378;Police Station
2920;Bansada ;21;378;Police Station
2921;Dhamara Marine;21;378;Police Station
2922;Rajkanika ;21;379;Police Station
2923;Rajnagar ;21;379;Police Station
2924;Jamboo Marine  ;21;379;Police Station
2925;Aali ;21;379;Police Station
2926;Pattamundai ;21;379;Police Station
2927;Kendrapara;21;379;Police Station
2928;Kendrapara Sadar  ;21;379;Police Station
2929;Nikirai ;21;379;Police Station
2930;Derabish ;21;379;Police Station
2931;Patkura ;21;379;Police Station
2932;Marsaghai ;21;379;Police Station
2933;Mahakalapada ;21;379;Police Station
2934;Paradip ;21;380;Police Station
2935;Paradeep Lock ;21;380;Police Station
2936;Kujang ;21;380;Police Station
2937;Abhyachandpur  ;21;380;Police Station
2938;Ersama ;21;380;Police Station
2939;Tirtol ;21;380;Police Station
2940;Jagatsinghapur;21;380;Police Station
2941;Biridi;21;380;Police Station
2942;Naugaon ;21;380;Police Station
2943;Balikuda ;21;380;Police Station
2944;Narasinghpur ;21;381;Police Station
2945;Kanpur ;21;381;Police Station
2946;Badamba ;21;381;Police Station
2947;Baidyeswar ;21;381;Police Station
2948;Banki ;21;381;Police Station
2949;Tigiria ;21;381;Police Station
2950;Athagad ;21;381;Police Station
2951;Barang ;21;381;Police Station
2952;Gurudijhatia ;21;381;Police Station
2953;Khuntuni  ;21;381;Police Station
2954;Choudwar ;21;381;Police Station
2955;Tangi ;21;381;Police Station
2956;Mahanga ;21;381;Police Station
2957;Salepur ;21;381;Police Station
2958;Nischintakoili ;21;381;Police Station
2959;Nemalo;21;381;Police Station
2960;Kishannagar ;21;381;Police Station
2961;Jagatpur ;21;381;Police Station
2962;Cuttack Sadar ;21;381;Police Station
2963;Kandarpur;21;381;Police Station
2964;C.R.R.I. ;21;381;Police Station
2965;Gobindpur ;21;381;Police Station
2966;Olatapur;21;381;Police Station
2967;Niali ;21;381;Police Station
2968;Cuttack (M.Corp.) P.S;21;381;Police Station
2969;Sukinda;21;382;Police Station
2970;Tomka;21;382;Police Station
2971;Kaliapani ;21;382;Police Station
2972;Kalinganagar ;21;382;Police Station
2973;Jakhapura;21;382;Police Station
2974;Jajapur Road ;21;382;Police Station
2975;Korai ;21;382;Police Station
2976;Panikoili ;21;382;Police Station
2977;Jajapur    ;21;382;Police Station
2978;Jajpur Sadar  ;21;382;Police Station
2979;Dharmasala ;21;382;Police Station
2980;Jenapur  ;21;382;Police Station
2981;Kuakhia  ;21;382;Police Station
2982;Badachana ;21;382;Police Station
2983;Balichandrapur ;21;382;Police Station
2984;Binjharpur ;21;382;Police Station
2985;Bari - Ramachandrapur;21;382;Police Station
2986;Mangalpur ;21;382;Police Station
2987;Parajang ;21;383;Police Station
2988;Kamakshyanagar ;21;383;Police Station
2989;Kankadahad  ;21;383;Police Station
2990;Bhuban ;21;383;Police Station
2991;Gandia ;21;383;Police Station
2992;Nihalprasad ;21;383;Police Station
2993;Tumusingha ;21;383;Police Station
2994;Motunga ;21;383;Police Station
2995;Bhusan Steel Limited;21;0;Police Station
2996;Balimi ;21;383;Police Station
