supply_level,resource_id,state_code,district_code,time,allocated_quantity
national,R54,8,104,1,157256.05
national,R12,8,109,1,6587713.5
national,R15,8,109,1,22653.52
national,R31,8,109,1,190.43
national,R42,8,109,1,14354338.0
national,R44,8,109,1,23.59
national,R33,8,112,1,283.91
national,R36,8,112,1,1068.92
national,R40,8,112,1,196540600.0
national,R15,9,174,1,12623.37
national,R12,9,183,1,3041000.1
national,R32,9,183,1,1067.74
national,R31,1,21,1,417.25
national,R45,1,21,1,22912.81
national,R51,1,21,1,95649709.0
national,R54,1,21,1,2304588.3
national,R56,1,21,1,38617.5
national,R15,2,25,1,16138.1
national,R25,2,25,1,83450.81
national,R32,2,25,1,1052.99
national,R36,2,25,1,632.39
national,R54,2,25,1,4136429.9
national,R56,2,25,1,62794.34
national,R36,14,278,1,182.4
national,R40,14,278,1,5617234.0
national,R42,14,278,1,10470031.0
national,R40,15,283,1,235724230.0
national,R51,15,283,1,79925544.0
national,R42,18,322,1,8010762.9
national,R56,18,322,1,25362.19
national,R40,2,33,1,97319597.0
national,R55,2,33,1,22364.67
national,R32,20,357,1,2000.54
national,R42,20,357,1,7109233.1
national,R45,20,357,1,13873.06
national,R51,20,357,1,74185413.0
national,R12,20,360,1,964793.48
national,R31,20,360,1,117.47
national,R25,21,379,1,88307.81
national,R30,21,379,1,58449.44
national,R32,21,379,1,806.04
national,R40,21,379,1,66965817.0
national,R45,21,379,1,8617.06
national,R55,21,379,1,19389.44
national,R12,21,383,1,1521174.3
national,R51,21,383,1,39290729.0
national,R25,3,40,1,101091.3
national,R12,22,406,1,553769.88
national,R40,22,406,1,176155360.0
national,R25,23,422,1,36897.14
national,R42,23,422,1,3414376.0
national,R15,23,430,1,4286.74
national,R51,23,430,1,34346205.0
national,R56,23,430,1,87731.68
national,R12,23,432,1,4467603.5
national,R36,23,432,1,589.8
national,R55,23,432,1,16496.8
national,R30,23,436,1,83825.91
national,R32,23,436,1,1383.16
national,R33,23,436,1,158.41
national,R40,23,436,1,121725520.0
national,R44,23,436,1,2042.07
national,R45,23,436,1,46946.63
national,R54,23,436,1,2801014.9
national,R12,23,437,1,5758810.4
national,R30,23,437,1,14210.75
national,R51,23,437,1,39709827.0
national,R55,23,437,1,19193.2
national,R25,1,5,1,1.1368684e-13
national,R33,1,5,1,55.04
national,R45,1,5,1,12413.56
national,R51,1,5,1,42963512.0
national,R54,1,5,1,5144594.3
national,R25,3,50,1,67208.2
national,R30,3,50,1,43498.26
national,R31,3,50,1,767.22
national,R33,3,50,1,76.04
national,R40,3,50,1,138497360.0
national,R56,3,50,1,46090.4
national,R25,27,500,1,187215.72
national,R36,27,500,1,1057.87
national,R12,27,530,1,306441.32
national,R25,27,530,1,128052.69
national,R31,27,530,1,1035.87
national,R44,27,530,1,903.84
national,R15,27,531,1,22239.61
national,R30,27,531,1,30311.49
national,R33,27,531,1,137.81
national,R36,27,531,1,411.19
national,R25,28,533,1,59178.68
national,R31,28,533,1,1610.85
national,R51,28,533,1,11392662.0
national,R54,28,533,1,1835890.4
national,R44,29,564,1,1481.94
national,R54,29,564,1,2518236.2
national,R55,29,564,1,18599.78
national,R30,29,578,1,25001.83
national,R15,31,587,1,6977.14
national,R45,31,587,1,19271.91
national,R54,31,587,1,1343228.8
national,R15,32,596,1,1816.21
national,R32,32,596,1,205.75
national,R32,33,605,1,1200.36
national,R42,33,605,1,6275622.4
national,R55,33,605,1,19193.99
national,R56,33,605,1,44899.42
national,R54,33,622,1,1395128.2
national,R33,5,63,1,101.79
national,R42,5,63,1,3824624.3
national,R44,5,63,1,467.8
national,R55,5,63,1,15980.6
national,R12,6,69,1,1067159.2
national,R36,6,69,1,26.85
national,R15,6,73,1,21448.31
national,R36,6,73,1,268.58
national,R31,1,8,1,617.48
national,R32,1,8,1,933.42
national,R33,1,8,1,247.0
national,R55,1,8,1,39965.86
national,R56,1,8,1,25013.23
national,R25,6,83,1,114050.65
national,R44,6,83,1,1501.48
national,R51,6,83,1,58536534.0
national,R55,6,83,1,21136.66
national,R31,6,84,1,1247.56
national,R45,6,84,1,19714.11
national,R56,6,84,1,62880.24
