town_code,town_name,district_code,state_code
803077,Naregal (TP),561,29
803078,Gadag-Betigeri (CMC),561,29
803079,Mulgund (TP),561,29
803080,Shirhatti (TP),561,29
803081,Lakshmeshwar (TMC),561,29
803082,Mundargi (TMC),561,29
803083,Hubli-Dharwad (M Corp.),562,29
803084,Alnavar (TP),562,29
803085,Navalgund (TMC),562,29
803086,Annigeri (TMC),562,29
803087,Kalghatgi (TP),562,29
803088,Kundgol (TP),562,29
803089,Dandeli (CMC),563,29
803090,Karwar (CMC + OG),563,29
803090,Karwar (CMC),563,29
803091,Haliyal (TP),563,29
803092,Yellapur (TP),563,29
803093,Mundgod (TP),563,29
803094,Sirsi (CMC),563,29
803095,Ankola (TP + OG),563,29
803095,Ankola (TP),563,29
803096,Kumta (TMC + OG),563,29
803096,Kumta (TMC),563,29
803097,Siddapur (TP),563,29
803098,Honavar (TP),563,29
803099,Bhatkal (TMC),563,29
803100,Shiggaon (TMC),564,29
803101,Bankapura (TMC),564,29
803102,Savanur (TMC),564,29
803103,Hangal (TMC),564,29
803104,Haveri (CMC),564,29
803105,Byadgi (TMC),564,29
803106,Hirekerur (TP),564,29
803107,Ranibennur (CMC),564,29
803108,Hoovina Hadagalli (TMC),565,29
803109,Hospet (CMC),565,29
803110,Kamalapuram (TP),565,29
803111,Kampli (TMC),565,29
803112,Siruguppa (TMC),565,29
803113,Tekkalakote (TP),565,29
803114,Bellary (M Corp.),565,29
803115,Sandur (TMC),565,29
803116,Kudligi (TP),565,29
803117,Kotturu (TP),565,29
803118,Molakalmuru (TP),566,29
803119,Challakere (TMC),566,29
803120,Chitradurga (CMC + OG),566,29
803120,Chitradurga (CMC),566,29
803121,Holalkere (TP),566,29
803122,Hosdurga (TMC),566,29
803123,Hiriyur (TMC),566,29
803124,Harihar (CMC + OG),567,29
803124,Harihar (CMC),567,29
803125,Harapanahalli (TMC),567,29
803126,Jagalur (TP),567,29
803127,Davanagere (M Corp.),567,29
803128,Honnali (TP),567,29
803129,Channagiri (TP),567,29
803130,Jog Kargal (TP),568,29
803131,Sagar (CMC),568,29
803132,Sorab (TP),568,29
803133,Siralkoppa (TP),568,29
803134,Shikarpur (TMC),568,29
803135,Hosanagara (TP),568,29
803136,Tirthahalli (TP),568,29
803137,Shimoga (CMC),568,29
803138,Bhadravati (CMC),568,29
803139,Kundapura (TMC),569,29
803140,Saligram (TP),569,29
803141,Udupi (CMC + OG),569,29
803141,Udupi (CMC),569,29
803142,Karkal (TMC),569,29
803143,Sringeri (TP),570,29
803144,Koppa (TP),570,29
803145,Narasimharajapura (TP),570,29
803146,Tarikere (TMC),570,29
803147,Birur (TMC),570,29
803148,Kadur (TMC),570,29
803149,Chikmagalur (CMC),570,29
803150,Mudigere (TP),570,29
803151,Kudremukh (NAC),570,29
803152,Chiknayakanhalli (TMC),571,29
803153,Sira (CMC),571,29
803154,Pavagada (TMC),571,29
803155,Madhugiri (TMC),571,29
803156,Koratagere (TP),571,29
803157,Tumkur (CMC),571,29
803158,Gubbi (TP),571,29
803159,Tiptur (CMC),571,29
803160,Turuvekere (TP),571,29
803161,Kunigal (TMC),571,29
803162,BBMP (M Corp. + OG),572,29
803162,BBMP (M Corp.),572,29
803163,Anekal (TMC),572,29
803164,Krishnarajpet (TMC),573,29
803165,Nagamangala (TP),573,29
803166,Pandavapura (TP),573,29
803167,Shrirangapattana (TMC),573,29
803168,Mandya (CMC),573,29
803169,Maddur (TMC),573,29
803170,Malavalli (TMC),573,29
803171,Sakleshpur (TMC),574,29
803172,Belur (TMC),574,29
803173,Arsikere (TMC + OG),574,29
803173,Arsikere (TMC),574,29
803174,Hassan (CMC + OG),574,29
803174,Hassan (CMC),574,29
803175,Alur (TP),574,29
803176,Arkalgud (TP),574,29
803177,Hole Narsipur (TMC),574,29
803178,Channarayapatna (TMC + OG),574,29
803178,Channarayapatna (TMC),574,29
803179,Mulki (TP),575,29
803180,Mudbidri (TMC),575,29
803181,Mangalore (M Corp. + OG),575,29
803181,Mangalore (M Corp.),575,29
803182,Ullal (TMC),575,29
803183,Bantval (TMC),575,29
803184,Beltangadi (TP),575,29
803185,Puttur (TMC),575,29
803186,Sulya (TP),575,29
803187,Madikeri (CMC),576,29
803188,Somvarpet (TP),576,29
803189,Kushalnagar (TP),576,29
803190,Virajpet (TP),576,29
803191,Piriyapatna (TP),577,29
803192,Hunsur (TMC),577,29
803193,Krishnarajanagara (TMC),577,29
803194,Mysore (M Corp. + OG),577,29
803194,Mysore (M Corp.),577,29
803195,Heggadadevankote (TP),577,29
803196,Saragur (TP),577,29
803197,Nanjangud (TMC),577,29
803198,Bannur (TMC),577,29
803199,Tirumakudal  Narsipur (TP),577,29
803200,Gundlupet (TMC),578,29
803201,Chamarajanagar (CMC),578,29
803202,Yelandur (TP),578,29
803203,Kollegal (CMC),578,29
803204,Hanur (TP),578,29
803205,Aland (TMC),579,29
803206,Afzalpur (TP),579,29
803207,Gulbarga (M Corp. + OG),579,29
803207,Gulbarga (M Corp.),579,29
803208,Chincholi (TP),579,29
803209,Sedam (TMC),579,29
803210,Chitapur (TMC),579,29
803211,Shahabad ACC (NAC + OG),579,29
803211,Shahabad ACC (NAC),579,29
803212,Shahabad (CMC),579,29
803213,Wadi (TMC),579,29
803214,Jevargi (TP),579,29
803215,Shorapur (TMC),580,29
803216,Bhimarayanagudi (NAC),580,29
803217,Shahpur (TMC),580,29
803218,Gurmatkal (TP),580,29
803219,Yadgir (CMC),580,29
803220,Srinivaspur (TMC),581,29
803221,Kolar (CMC),581,29
803222,Malur (TMC),581,29
803223,Bangarapet (TMC),581,29
803224,Robertson Pet (CMC + OG),581,29
803224,Robertson Pet (CMC),581,29
803225,Mulbagal (TMC),581,29
803226,Gauribidanur (TMC),582,29
803227,Chikkaballapura (CMC),582,29
803228,Gudibanda (TP),582,29
803229,Bagepalli (TMC),582,29
803230,Sidlaghatta (TMC),582,29
803231,Chintamani (CMC),582,29
803232,Nelamangala (TMC),583,29
803233,Dod Ballapur (CMC + OG),583,29
803233,Dod Ballapur (CMC),583,29
803234,Vijayapura (TMC),583,29
803235,Devanahalli (TMC),583,29
803236,Hosakote (TMC),583,29
803237,Magadi (TMC),584,29
803238,Ramanagara (CMC),584,29
803239,Channapatna (CMC),584,29
803240,Kanakapura (TMC),584,29
803241,Pernem (M Cl),585,30
803242,Mapusa (M Cl),585,30
803243,Panaji (M Cl + OG),585,30
803243,Panaji (M Cl),585,30
803244,Bicholim (M Cl),585,30
803245,Sanquelim (M Cl),585,30
803246,Valpoi (M Cl),585,30
803247,Ponda (M Cl),585,30
803248,Mormugao (M Cl),586,30
803249,Margao (M Cl),586,30
803250,Cuncolim (M Cl),586,30
803251,Quepem (M Cl),586,30
803252,Curchorem-Cacora (M Cl),586,30
803253,Sanguem (M Cl),586,30
803254,Canacona (M Cl),586,30
803255,Kasaragod (M),588,32
803256,Kanhangad (M + OG),588,32
803256,Kanhangad (M),588,32
803257,Payyannur (M),589,32
803258,Taliparamba (M),589,32
803259,Kannur (M),589,32
803260,Kannur Cantonment (CB),589,32
803261,Mattannur (M),589,32
803262,Koothuparamba (M),589,32
803263,Thalassery (M),589,32
803264,Kalpetta (M),590,32
803265,Vadakara (M),591,32
803266,Quilandy (M),591,32
803267,Kozhikode (M Corp. + OG),591,32
803267,Kozhikode (M Corp.),591,32
803268,Manjeri (M),592,32
803269,Malappuram (M + OG),592,32
803269,Malappuram (M),592,32
803270,Perinthalmanna (M),592,32
803271,Tirur (M),592,32
803272,Ponnani (M),592,32
803273,Shoranur (M),593,32
803274,Ottappalam (M),593,32
803275,Palakkad (M),593,32
803276,Chittur-Thathamangalam (M),593,32
803277,Kunnamkulam (M),594,32
803278,Guruvayoor (M),594,32
803279,Chavakkad (M),594,32
803280,Thrissur (M Corp.),594,32
803281,Kodungallur (M + OG),594,32
803281,Kodungallur (M),594,32
803282,Irinjalakuda (M),594,32
803283,Chalakudy (M),594,32
803284,Perumbavoor (M),595,32
803285,Angamaly (M),595,32
803286,Aluva (M),595,32
803287,Paravur (M),595,32
803288,Kochi (M Corp. + OG) (Part),595,32
803288,Kochi (M Corp. + OG) (Part),595,32
803288,Kochi (M Corp.) (Part),595,32
803288,Kochi (M Corp. + OG) (Part),595,32
803289,Kalamassery (M),595,32
803288,Kochi (M Corp.) (Part),595,32
803290,Thrippunithura (M),595,32
803291,Muvattupuzha (M),595,32
803292,Kothamangalam (M),595,32
803293,Thodupuzha (M),596,32
803294,Palai (M),597,32
803295,Vaikom (M),597,32
803296,Kottayam (M),597,32
803297,Changanassery (M),597,32
803298,Cherthala (M),598,32
803299,Alappuzha (M + OG),598,32
803299,Alappuzha (M),598,32
803300,Kayamkulam (M),598,32
803301,Chengannur (M),598,32
803302,Mavelikkara (M),598,32
803303,Thiruvalla (M),599,32
803304,Pathanamthitta (M),599,32
803305,Adoor (M),599,32
803306,Kollam (M Corp. + OG) (Part),600,32
803307,Punalur (M),600,32
803306,Kollam (M Corp. + OG) (Part),600,32
803306,Kollam (M Corp.) (Part),600,32
803308,Paravoor (M),600,32
803309,Varkala (M),601,32
803310,Attingal (M),601,32
803311,Nedumangad (M),601,32
803312,Thiruvananthapuram (M Corp. + OG) (Part),601,32
803312,Thiruvananthapuram (M Corp. + OG) (Part),601,32
803313,Neyyattinkara (M),601,32
803314,Gummidipoondi (TP),602,33
803315,Ponneri (TP),602,33
803316,Arani (TP),602,33
803317,Minjur (TP),602,33
803318,Uthukkottai (TP),602,33
803319,Tiruttani (M),602,33
803320,Pallipattu (TP),602,33
803321,Pothatturpettai (TP),602,33
803322,Thiruvallur (M),602,33
803323,Avadi (M),602,33
803324,Thirunindravur (TP),602,33
803325,Tiruverkadu (M + OG),602,33
803325,Tiruverkadu (M),602,33
803326,Thirumazhisai (TP),602,33
803327,Poonamallee (M + OG),602,33
803327,Poonamallee (M),602,33
803328,Ambattur (M),602,33
803329,Maduravoyal (M),602,33
803330,Valasaravakkam (M),602,33
803331,Porur (TP),602,33
803332,Kattivakkam (M),602,33
803333,Tiruvottiyur (M),602,33
803334,Manali (M),602,33
803335,Naravarikuppam (TP),602,33
803336,Puzhal (TP),602,33
803337,Madavaram (M),602,33
803338,Chinnasekkadu (TP),602,33
803339,Chennai (M Corp.),603,33
803340,Mangadu (TP),604,33
803341,Kundrathur (TP + OG),604,33
803341,Kundrathur (TP),604,33
803342,Sriperumbudur (TP),604,33
803343,Chitlapakkam (TP),604,33
803344,Perungalathur (TP),604,33
803345,Tambaram (M),604,33
803346,Sembakkam (TP),604,33
803347,Peerkankaranai (TP + OG),604,33
803347,Peerkankaranai (TP),604,33
803348,Madambakkam (TP),604,33
803349,Nandambakkam (TP),604,33
803350,St.Thomas Mount-cum-Pallavaram (CB),604,33
803351,Alandur (M),604,33
803352,Meenambakkam (TP + OG),604,33
803352,Meenambakkam (TP),604,33
803353,Anakaputhur (M),604,33
803354,Pammal (M),604,33
803355,Thiruneermalai (TP),604,33
803356,Pallavaram (M + OG),604,33
803356,Pallavaram (M),604,33
803357,Puzhithivakkam (Ullagaram) (M),604,33
803358,Perungudi (TP),604,33
803359,Pallikaranai (TP),604,33
803360,Sholinganallur (TP + OG),604,33
803360,Sholinganallur (TP),604,33
803361,Nandivaram - Guduvancheri (TP),604,33
803362,Maraimalainagar (M),604,33
803363,Thiruporur (TP),604,33
803364,Chengalpattu (M),604,33
803365,Kancheepuram (M),604,33
803366,Sevilimedu (TP),604,33
803367,Walajabad (TP),604,33
803368,Uthiramerur (TP),604,33
803369,Mamallapuram (TP),604,33
803370,Tirukalukundram (TP),604,33
803371,Karunguzhi (TP),604,33
803372,Maduranthakam (M),604,33
803373,Acharapakkam (TP),604,33
803374,Edakalinadu (TP),604,33
803375,Gudiyatham (M),605,33
803376,Pernampattu (M),605,33
803377,Thiruvalam (TP),605,33
803378,Katpadi (TP),605,33
803379,Dharapadavedu (M),605,33
803380,Gandhinagar (TP),605,33
803381,Kalinjur (TP),605,33
803382,Sholingur (TP),605,33
803383,Ammoor (TP),605,33
803384,Walajapet (M + OG),605,33
803384,Walajapet (M),605,33
803385,Ranipettai (M),605,33
803386,Melvisharam (M),605,33
803387,Arakonam (M),605,33
803388,Thakkolam (TP),605,33
803389,Nemili (TP),605,33
803390,Kaveripakkam (TP),605,33
803391,Panapakkam (TP),605,33
803392,Arcot (M),605,33
803393,Vilapakkam (TP),605,33
803394,Timiri (TP),605,33
803395,Kalavai (TP),605,33
803396,Sathuvachari (M),605,33
803397,Shenbakkam (TP),605,33
803398,Vellore (M. Corp),605,33
803399,Pallikonda (TP),605,33
803400,Thorapadi (TP),605,33
803401,Allapuram (TP),605,33
803402,Pennathur (TP),605,33
803403,Odugathur (TP),605,33
803404,Vaniyambadi (M),605,33
803405,Alangayam (TP),605,33
803406,Ambur (M),605,33
803407,Uthayendram (TP),605,33
803408,Natrampalli (TP),605,33
803409,Jolarpet (M),605,33
803410,Tirupathur (M),605,33
803411,Kannamangalam (TP),606,33
803412,Arani (M),606,33
803413,Tiruvethipuram (M),606,33
803414,Peranamallur (TP),606,33
803415,Vandavasi (M),606,33
803416,Desur (TP),606,33
803417,Kalambur (TP),606,33
803418,Polur (TP),606,33
803419,Chetpet (TP),606,33
803420,Pudupalayam (TP),606,33
803421,Chengam (TP),606,33
803422,Tiruvannamalai (M),606,33
803423,Kilpennathur (TP),606,33
803424,Vettavalam (TP),606,33
803425,Gingee (TP),607,33
803426,Ananthapuram (TP),607,33
803427,Tindivanam (M),607,33
803428,Marakkanam (TP),607,33
803429,Kottakuppam (TP),607,33
803430,Vikravandi (TP),607,33
803431,Viluppuram (M),607,33
803432,Valavanur (TP),607,33
803433,Manalurpet (TP),607,33
803434,Arakandanallur (TP),607,33
803435,Tirukkoyilur (TP),607,33
803436,Thiruvennainallur (TP),607,33
803437,Sankarapuram (TP),607,33
803438,Vadakkanandal (TP),607,33
803439,Thiagadurgam (TP),607,33
803440,Kallakkurichi (M),607,33
803441,Chinnasalem (TP),607,33
803442,Ulundurpettai (TP),607,33
803443,Kolathur (TP),608,33
803444,Mecheri (TP),608,33
803445,Veerakkalpudur (TP),608,33
803446,Mettur (M),608,33
803447,P.N.Patti (TP),608,33
803448,Nangavalli (TP),608,33
803449,Vanavasi (TP),608,33
803450,Jalakandapuram (TP),608,33
803451,Kadayampatti (TP),608,33
803452,Omalur (TP),608,33
803453,Karuppur (TP),608,33
803454,Tharamangalam (TP),608,33
803455,Poolampatti (TP),608,33
803456,Edappadi (M),608,33
803457,Konganapuram (TP),608,33
803458,Edaganasalai (TP),608,33
803459,Arasiramani (TP),608,33
803460,Thevur (TP),608,33
803461,Sankari (TP),608,33
803462,Kannankurichi (TP),608,33
803463,Salem (M Corp.),608,33
803464,Ilampillai (TP),608,33
803465,Panaimarathupatti (TP),608,33
803466,Mallur (TP),608,33
803467,Attayampatti (TP),608,33
803468,Belur (TP),608,33
803469,Vazhapadi (TP),608,33
803470,Ayothiapattinam (TP),608,33
803471,Pethanaickenpalayam (TP),608,33
803472,Ethapur (TP),608,33
803473,Attur (M),608,33
803474,Narasingapuram (M),608,33
803475,Keeripatti (TP),608,33
803476,Veeraganur ((TP),608,33
803477,Thedavur (TP),608,33
803478,Gangavalli (TP),608,33
803479,Thammampatti (TP),608,33
803480,Sentharapatti (TP),608,33
803481,Mallasamudram (TP),609,33
803482,Kumarapalayam (M),609,33
803483,Padaiveedu (TP),609,33
803484,Tiruchengode (M),609,33
803485,Alampalayam (TP),609,33
803486,Pallipalayam (M),609,33
803487,Vennanthur (TP),609,33
803488,Athanur (TP),609,33
803489,R.Pudupatti (TP),609,33
803490,Namagiripettai (TP),609,33
803491,Seerapalli (TP),609,33
803492,Pattinam (TP),609,33
803493,Rasipuram (M),609,33
803494,Pillanallur (TP),609,33
803495,Kalappanaickenpatti (TP),609,33
803496,Senthamangalam (TP),609,33
803497,Namakkal (M),609,33
803498,Erumaipatti (TP),609,33
803499,Mohanur (TP),609,33
803500,Paramathi (TP),609,33
803501,Velur (TP),609,33
803502,Pothanur (TP),609,33
803503,Venkarai (TP),609,33
803504,Pandamangalam (TP),609,33
803505,Sathyamangalam (M),610,33
803506,Kembainaickenpalayam (TP),610,33
803507,Ariyappampalayam (TP),610,33
803508,Bhavanisagar (TP),610,33
803509,Punjaipuliampatti (M),610,33
803510,Nerunjipettai (TP),610,33
803511,Ammapettai (TP),610,33
803512,Anthiyur (TP),610,33
803513,Olagadam (TP),610,33
803514,Athani (TP),610,33
803515,Jambai (TP),610,33
803516,Appakudal (TP),610,33
803517,Bhavani (M),610,33
803518,Salangapalayam (TP),610,33
803519,Periyakodiveri (TP),610,33
803520,Vaniputhur (TP),610,33
803521,Lakkampatti (TP),610,33
803522,Kasipalayam (G) (TP),610,33
803523,Gobichettipalayam (M),610,33
803524,Kuhalur (TP),610,33
803525,P.Mettupalayam (TP),610,33
803526,Elathur (TP),610,33
803527,Kolappalur (TP),610,33
803528,Nambiyur (TP),610,33
803529,Pallapalayam (TP),610,33
803530,Kanjikoil (TP),610,33
803531,Nallampatti (TP),610,33
803532,Pethampalayam (TP),610,33
803533,Karumandi Chellipalayam (TP),610,33
803534,Perundurai (TP),610,33
803535,Chennimalai (TP),610,33
803536,Suriyampalayam (TP),610,33
803537,Chithode (TP),610,33
803538,Brahmana Periya Agraharam (TP),610,33
803539,Periyasemur (M),610,33
803540,Nasiyanur (TP),610,33
803541,Veerappanchatiram (M),610,33
803542,Erode (M.Corp),610,33
803543,Surampatti (M),610,33
803544,Kasipalayam  (E) (M),610,33
803545,Avalpoondurai (TP),610,33
803546,Modakurichi (TP),610,33
803547,Pasur (TP),610,33
803548,Kilampadi (TP),610,33
803549,Vellottamparappu (TP),610,33
803550,Vadugapatti (TP),610,33
803551,Arachalur (TP),610,33
803552,Sivagiri (TP),610,33
803553,Unjalur (TP),610,33
803554,Kollankoil (TP),610,33
803555,Vengampudur (TP),610,33
803556,Kodumudi (TP),610,33
803557,Chennasamudram (TP),610,33
803558,Nelliyalam (M),611,33
803559,Devarshola (TP),611,33
803560,Gudalur (M),611,33
803561,O' Valley (TP),611,33
803562,Sholur (TP),611,33
803563,Naduvattam (TP),611,33
803564,Udhagamandalam (M),611,33
803565,Kotagiri (TP),611,33
803566,Jagathala (TP),611,33
803567,Wellington (CB),611,33
803568,Kethi (TP),611,33
803569,Adikaratti (TP),611,33
803570,Coonoor (M),611,33
803571,Huligal (TP),611,33
803572,Bikketti (TP),611,33
803573,Kilkunda (TP),611,33
803574,Keeranur (TP),612,33
803575,Neikkarapatti (TP),612,33
803576,Palani (M),612,33
803577,Ayakudi (TP),612,33
803578,Balasamudram (TP),612,33
803579,Oddanchatram (TP),612,33
803580,Palayam (TP),612,33
803581,Vedasandur (TP),612,33
803582,Eriodu (TP),612,33
803583,Ayyalur (TP),612,33
803584,Vadamadurai (TP),612,33
803585,Natham (TP),612,33
803586,Sriramapuram (TP),612,33
803587,Agaram (TP),612,33
803588,Thadikombu (TP),612,33
803589,Dindigul (M),612,33
803590,Kannivadi (TP),612,33
803591,Sithayankottai (TP),612,33
803592,Chinnalapatti (TP),612,33
803593,Ayyampalayam (TP),612,33
803594,Pannaikadu (TP),612,33
803595,Kodaikanal (M),612,33
803596,Sevugampatti (TP),612,33
803597,Ammainaickanur (TP),612,33
803598,Nilakkottai (TP),612,33
803599,Pattiveeranpatti (TP),612,33
803600,Batlagundu (TP),612,33
803601,Aravakurichi (TP),613,33
803602,Pallapatti (TP),613,33
803603,TNPL Pugalur (TP),613,33
803604,Punjaipugalur (TP),613,33
803605,Punjai Thottakurichi (TP),613,33
803606,Inam Karur (M),613,33
803607,Karur (M),613,33
803608,Puliyur (TP),613,33
803609,Thanthoni (M),613,33
803610,Uppidamangalam (TP),613,33
803611,Krishnarayapuram (TP),613,33
803612,P.J. Cholapuram (TP),613,33
803613,Kulithalai (M),613,33
803614,Marudur (TP),613,33
803615,Nangavaram (TP),613,33
803616,Kattuputhur (TP),614,33
803617,Thottiyam (TP),614,33
803618,Mettupalayam (TP),614,33
803619,Thathaiyangarpet (TP),614,33
803620,Musiri (TP),614,33
803621,Uppiliapuram (TP),614,33
803622,Balakrishnampatti (TP),614,33
803623,Thuraiyur (M),614,33
803624,S. Kannanur (TP),614,33
803625,Manachanallur (TP),614,33
803626,Kallakudi (TP),614,33
803627,Pullampadi (TP),614,33
803628,Puvalur (TP),614,33
803629,Lalgudi (TP),614,33
803630,Sirugamani (TP),614,33
803631,Tiruchirappalli (M Corp.),614,33
803632,Koothappar (TP),614,33
803633,Thiruverumbur (TP),614,33
803634,Thuvakudi  (M),614,33
803635,Manapparai (M),614,33
803636,Ponnampatti (TP),614,33
803637,Poolambadi (TP),615,33
803638,Arumbavur (TP),615,33
803639,Perambalur (M),615,33
803640,Kurumbalur (TP),615,33
803641,Labbaikudikadu (TP),615,33
803642,Varadarajanpettai (TP),616,33
803643,Jayankondam (M),616,33
803644,Udayarpalayam (TP),616,33
803645,Ariyalur (M),616,33
803646,Thorapadi (TP),617,33
803647,Melpattampakkam (TP),617,33
803648,Nellikuppam (M),617,33
803649,Panruti (M),617,33
803650,Cuddalore (M),617,33
803651,Kurinjipadi (TP),617,33
803652,Vadalur (TP),617,33
803653,Parangipettai (TP),617,33
803654,Sethiathoppu (TP),617,33
803655,Bhuvanagiri (TP),617,33
803656,Killai (TP),617,33
803657,Chidambaram (M),617,33
803658,Annamalai Nagar (TP),617,33
803659,Srimushnam (TP),617,33
803660,Lalpet (TP),617,33
803661,Kattumannarkoil (TP),617,33
803662,Mangalampet (TP),617,33
803663,Gangaikondan (TP),617,33
803664,Virudhachalam (M),617,33
803665,Pennadam (TP),617,33
803666,Tittakudi (TP),617,33
803667,Sirkali (M),618,33
803668,Vaitheeswarankoil (TP),618,33
803669,Manalmedu (TP),618,33
803670,Mayiladuthurai (M),618,33
803671,Kuthalam (TP),618,33
803672,Tharangambadi (TP),618,33
803673,Tittacheri (TP),618,33
803674,Nagapattinam (M),618,33
803675,Kilvelur (TP),618,33
803676,Velankanni (TP),618,33
803677,Thalainayar (TP),618,33
803678,Vedaranyam (M),618,33
803679,Valangaiman (TP),619,33
803680,Kodavasal (TP),619,33
803681,Koradacheri (TP),619,33
803682,Peralam (TP),619,33
803683,Nannilam (TP),619,33
803684,Thiruvarur (M),619,33
803685,Needamangalam (TP),619,33
803686,Kuthanallur (M),619,33
803687,Mannargudi (M),619,33
803688,Thiruthuraipoondi (M),619,33
803689,Muthupet (TP),619,33
803690,Thiruppanandal (TP),620,33
803691,Aduthurai alias Maruthuvakudi (TP),620,33
803692,Veppathur (TP),620,33
803693,Thirupuvanam (TP),620,33
803694,Thiruvidaimarudur (TP),620,33
803695,Cholapuram (TP),620,33
803696,Thirunageswaram (TP),620,33
803697,Kumbakonam (M),620,33
803698,Swamimalai (TP),620,33
803699,Dharasuram (TP),620,33
803700,Papanasam (TP),620,33
803701,Ayyampettai (TP),620,33
803702,Melattur (TP),620,33
803703,Ammapettai (TP),620,33
803704,Thiruvaiyaru (TP),620,33
803705,Melathiruppanthuruthi (TP),620,33
803706,Thirukkattupalli (TP),620,33
803707,Thanjavur (M),620,33
803708,Vallam (TP),620,33
803709,Orathanadu (Mukthambalpuram) (TP),620,33
803710,Madukkur (TP),620,33
803711,Pattukkottai (M),620,33
803712,Adiramapattinam (TP),620,33
803713,Peravurani (TP),620,33
803714,Perumagalur (TP),620,33
803715,Iluppur (TP),621,33
803716,Annavasal (TP),621,33
803717,Keeranur (TP),621,33
803718,Pudukkottai (M),621,33
803719,Arimalam (TP),621,33
803720,Ponnamaravathi (TP),621,33
803721,Alangudi (TP),621,33
803722,Keeramangalam (TP),621,33
803723,Karambakkudi (TP),621,33
803724,Aranthangi (M),621,33
803725,Nerkuppai (TP),622,33
803726,Singampuneri (TP),622,33
803727,Tirupathur (TP),622,33
803728,Kanadukathan (TP),622,33
803729,Pallathur (TP),622,33
803730,Kottaiyur (TP),622,33
803731,Kandanur (TP),622,33
803732,Puduvayal (TP),622,33
803733,Karaikkudi (M),622,33
803734,Devakottai (M),622,33
803735,Nattarasankottai (TP),622,33
803736,Sivaganga (M),622,33
803737,Thirupuvanam (TP),622,33
803738,Manamadurai (TP),622,33
803739,Ilayangudi (TP),622,33
803740,A.Vellalapatti (TP),623,33
803741,Melur (M),623,33
803742,Anaiyur (M),623,33
803743,Paravai (TP),623,33
803744,Vilangudi (TP),623,33
803745,Vadipatti (TP),623,33
803746,Palamedu (TP),623,33
803747,Sholavandan (TP),623,33
803748,Alanganallur (TP),623,33
803749,Usilampatti (M),623,33
803750,Elumalai (TP),623,33
803751,T.Kallupatti (TP),623,33
803752,Peraiyur (TP),623,33
803753,Thirumangalam (M),623,33
803754,Madurai (M Corp.),623,33
803755,Thirunagar (TP),623,33
803756,Avaniapuram (M),623,33
803757,Thiruparankundram (M + OG),623,33
803757,Thiruparankundram (M),623,33
803758,Harveypatti (TP),623,33
803759,Boothipuram (TP),624,33
803760,Bodinayakanur (M),624,33
803761,Melachokkanathapuram (TP),624,33
803762,B. Meenakshipuram (TP),624,33
803763,Ganguvarpatti (TP),624,33
803764,Devadanapatti (TP),624,33
803765,Vadugapatti (TP),624,33
803766,Thamaraikulam (TP),624,33
803767,Periyakulam (M),624,33
803768,Thenkarai (TP),624,33
803769,Theni Allinagaram (M),624,33
803770,Palani Chettipatti (TP),624,33
803771,Veerapandi (TP),624,33
803772,Thevaram (TP),624,33
803773,Kuchanur (TP),624,33
803774,Markayankottai (TP),624,33
803775,Pannaipuram (TP),624,33
803776,Kombai (TP),624,33
803777,Chinnamanur (M),624,33
803778,Odaipatti (TP),624,33
803779,Uthamapalayam (TP),624,33
803780,Hanumanthampatti (TP),624,33
803781,Pudupatti (TP),624,33
803782,Kamayagoundanpatti (TP),624,33
803783,Kambam (M),624,33
803784,Gudalur (M),624,33
803785,Highways (TP),624,33
803786,Andipatti Jakkampatti (TP),624,33
803787,Rajapalayam (M),625,33
803788,Seithur (TP),625,33
803789,Chettiarpatti (TP),625,33
803790,S.Kodikulam (TP),625,33
803791,Vathirairuppu (TP),625,33
803792,V.Pudupatti (TP),625,33
803793,Sundarapandiam (TP),625,33
803794,Srivilliputhur (M),625,33
803795,Mamsapuram (TP),625,33
803796,Thiruthangal (M),625,33
803797,Sivakasi (M),625,33
803798,Virudhunagar (M),625,33
803799,Kariapatti (TP),625,33
803800,Mallankinaru (TP),625,33
803801,Aruppukkottai (M),625,33
803802,Sattur (M),625,33
803803,Thondi (TP),626,33
803804,R.S.Mangalam (TP),626,33
803805,Paramakudi (M),626,33
803806,Mudukulathur (TP),626,33
803807,Abiramam (TP),626,33
803808,Kamuthi (TP),626,33
803809,Sayalgudi (TP),626,33
803810,Ramanathapuram (M),626,33
803811,Mandapam (TP),626,33
803812,Keelakarai (M),626,33
803813,Rameswaram (M),626,33
803814,Kovilpatti (M),627,33
803815,Kalugumalai (TP),627,33
803816,Kadambur (TP),627,33
803817,Kayatharu (TP),627,33
803818,Ettayapuram (TP),627,33
803819,V. Pudur (TP),627,33
803820,Vilathikulam (TP),627,33
803821,Thoothukkudi (M Corp.),627,33
803822,Sayapuram (TP),627,33
803823,Perungulam (TP),627,33
803824,Srivaikuntam (TP),627,33
803825,Eral (TP),627,33
803826,Kayalpattinam (M),627,33
803827,Athur (TP),627,33
803828,Thenthiruperai (TP),627,33
803829,Alwarthirunagiri (TP),627,33
803830,Nazerath (TP),627,33
803831,Arumuganeri (TP),627,33
803832,Kanam (TP),627,33
803833,Tiruchendur (TP),627,33
803834,Udangudi (TP),627,33
803835,Sathankulam (TP),627,33
803836,Sivagiri (TP),628,33
803837,Rayagiri (TP),628,33
803838,Vasudevanallur (TP),628,33
803839,Puliankudi (M),628,33
